[-0.000992, 45.015003];22000
[-0.000992, 45.015003];22000
[-0.001139, 44.91209];22000
[-0.001139, 44.91209];22000
[-0.001493, 44.981499];22000
[-0.001493, 44.981499];22000
[-0.00165, 42.87351];18
[-0.00165, 42.87351];18
[-0.003134, 45.01342];22000
[-0.003134, 45.01342];22000
[-0.00364, 46.66113];18
[-0.00364, 46.66113];18
[-0.00492, 42.87247];18
[-0.00492, 42.87247];18
[-0.0059983, 49.3235029];22
[-0.0059983, 49.3235029];22
[-0.007033, 44.945431];22000
[-0.007033, 44.945431];22000
[-0.007294, 45.953514];22000
[-0.007294, 45.953514];22000
[-0.00949802, 49.141176];43
[-0.00949802, 49.141176];50
[-0.00949802, 49.141176];50
[-0.00949802, 49.141176];100
[-0.00949802, 49.141176];50
[-0.00949802, 49.141176];43
[-0.009537, 49.14109];22
[-0.009537, 49.14109];22
[-0.009537, 49.14109];22
[-0.009537, 49.14109];22
[-0.01092, 42.73524];18
[-0.01092, 42.73524];18
[-0.01095, 42.86302];18
[-0.01095, 42.86302];18
[-0.01307564, 48.75260609];22
[-0.01307564, 48.75260609];22
[-0.01307564, 48.75260609];22
[-0.01307564, 48.75260609];22
[-0.013245, 45.157408];50000
[-0.013245, 45.157408];50000
[-0.013245, 45.157408];43000
[-0.013904, 43.375095];22000
[-0.013904, 43.375095];22000
[-0.0199, 46.88099];18
[-0.0199, 46.88099];18
[-0.023352, 44.939892];22000
[-0.023352, 44.939892];22000
[-0.02363, 47.10853];18
[-0.02363, 47.10853];18
[-0.024859, 48.31769];11
[-0.024859, 48.31769];11
[-0.028522, 49.016411];22
[-0.028522, 49.016411];22
[-0.028522, 49.016411];22
[-0.028522, 49.016411];22
[-0.029128, 49.306469];22
[-0.029128, 49.306469];22
[-0.029128, 49.306469];22
[-0.029128, 49.306469];22
[-0.029471, 43.1265035];22
[-0.029471, 43.1265035];22
[-0.030098, 43.769336];22
[-0.030098, 43.769336];22
[-0.030508, 45.015129];22000
[-0.030508, 45.015129];22000
[-0.03067, 43.11171];18
[-0.03067, 43.11171];18
[-0.030718, 49.02076];22
[-0.030718, 49.02076];22
[-0.030718, 49.02076];22
[-0.030718, 49.02076];22
[-0.031351, 44.878628];22000
[-0.031351, 44.878628];22000
[-0.031379, 44.914112];22000
[-0.031379, 44.914112];22000
[-0.03143944, 43.76706704];22
[-0.0320663, 43.7578];22
[-0.0320663, 43.7578];22
[-0.03216, 43.77025];22
[-0.03216, 43.77025];22
[-0.032427, 45.059238];22000
[-0.032427, 45.059238];22000
[-0.034757, 44.582245];22000
[-0.034757, 44.582245];22000
[-0.035621, 44.584213];22000
[-0.035621, 44.584213];22000
[-0.037012, 44.581619];22000
[-0.037012, 44.581619];22000
[-0.0373753,49.020012];22
[-0.0373753,49.020012];22
[-0.037544, 49.019432];22
[-0.03761395, 49.01914912];43
[-0.03761395, 49.01914912];50
[-0.03761395, 49.01914912];50
[-0.03761395, 49.01914912];100
[-0.03761395, 49.01914912];50
[-0.03761395, 49.01914912];43
[-0.0392619, 43.1088741];120
[-0.0392619, 43.1088741];22
[-0.0392619, 43.1088741];120
[-0.041403, 44.39061];22000
[-0.041403, 44.39061];22000
[-0.04156, 43.10169];18
[-0.04156, 43.10169];18
[-0.042063, 49.232769];22
[-0.042063, 49.232769];22
[-0.042063, 49.232769];22
[-0.042063, 49.232769];22
[-0.042146, 44.85408];22000
[-0.042146, 44.85408];22000
[-0.04229, 43.09965];18
[-0.04229, 43.09965];18
[-0.043266, 44.852478];22000
[-0.043266, 44.852478];22000
[-0.0435403, 43.9499];22
[-0.0435403, 43.9499];22
[-0.0437, 47.07127];18
[-0.0437, 47.07127];18
[-0.044549, 45.331318];22000
[-0.044549, 45.331318];22000
[-0.045078, 49.230087];22
[-0.045078, 49.230087];22
[-0.045078, 49.230087];22
[-0.045078, 49.230087];22
[-0.045529, 48.972824];22
[-0.045529, 48.972824];22
[-0.045529, 48.972824];22
[-0.045529, 48.972824];22
[-0.04571, 43.09216];18
[-0.04571, 43.09216];18
[-0.046436, 43.093055];22
[-0.046436, 43.093055];22
[-0.047522, 49.187656];22
[-0.047522, 49.187656];22
[-0.047522, 49.187656];22
[-0.047522, 49.187656];22
[-0.04766, 43.09328];18
[-0.04766, 43.09328];18
[-0.050373, 45.599652];22000
[-0.050373, 45.599652];22000
[-0.0519, 43.09898];18
[-0.0519, 43.09898];18
[-0.05254, 43.09468];18
[-0.05254, 43.09468];18
[-0.052827, 43.252918];22000
[-0.052827, 43.252918];22000
[-0.053886, 45.599658];22000
[-0.053886, 45.599658];22000
[-0.05541, 43.09586];18
[-0.05541, 43.09586];18
[-0.055683, 47.325855];22
[-0.055683, 47.325855];22
[-0.055683, 47.325855];22
[-0.055683, 47.325855];22
[-0.056675, 45.014774];22000
[-0.056675, 45.014774];22000
[-0.057746, 45.600461];22000
[-0.057746, 45.600461];22000
[-0.05776, 48.60866];22
[-0.0605018, 48.6074528];22
[-0.06199, 44.879169];22000
[-0.06199, 44.879169];22000
[-0.063501, 44.898205];22000
[-0.063501, 44.898205];22000
[-0.06361322, 43.93415882];22
[-0.06361322, 43.93415882];22
[-0.064026, 44.981812];22000
[-0.064026, 44.981812];22000
[-0.064496, 45.774048];22000
[-0.064496, 45.774048];22000
[-0.06467, 47.271713];22
[-0.06467, 47.271713];22
[-0.06467, 47.271713];22
[-0.06467, 47.271713];22
[-0.06467, 47.271713];60
[-0.06467, 47.271713];60
[-0.065062, 45.775581];22000
[-0.065062, 45.775581];22000
[-0.06582016, 44.58409469];22
[-0.06582016, 44.58409469];22
[-0.06582016, 44.58409469];22
[-0.06582016, 44.58409469];22
[-0.06582016, 44.58409469];22
[-0.06582016, 44.58409469];22
[-0.06622, 48.61479];22
[-0.06622, 48.61479];22
[-0.06622, 48.61479];22
[-0.06622, 48.61552];22
[-0.06622, 48.61552];22
[-0.06622, 48.61552];22
[-0.066444, 47.222944];22
[-0.066444, 47.222944];50
[-0.066444, 47.222944];50
[-0.06652, 48.61479];22
[-0.06652, 48.61479];22
[-0.06652, 48.61479];22
[-0.0665999, 48.614439];22
[-0.0665999, 48.614439];22
[-0.0665999, 48.614439];22
[-0.06866, 42.96293];18
[-0.06866, 42.96293];18
[-0.0701539, 47.252345];50
[-0.0701539, 47.252345];22
[-0.0701539, 47.252345];50
[-0.07100038, 44.94711176];7
[-0.07100038, 44.94711176];22
[-0.07100038, 44.94711176];7
[-0.07100038, 44.94711176];22
[-0.071584, 47.697526];50
[-0.071584, 47.697526];43
[-0.071973, 47.255545];22
[-0.071973, 47.255545];22
[-0.071973, 47.255545];22
[-0.071973, 47.255545];22
[-0.073146, 49.071609];22
[-0.073146, 49.071609];22
[-0.073146, 49.071609];22
[-0.073146, 49.071609];22
[-0.073741, 48.924759];22
[-0.073741, 48.924759];22
[-0.073741, 48.924759];22
[-0.073741, 48.924759];22
[-0.074092, 47.263713];22
[-0.074092, 47.263713];22
[-0.074092, 47.263713];22
[-0.074092, 47.263713];22
[-0.074422, 44.925064];22000
[-0.074422, 44.925064];22000
[-0.07457, 49.30206];22
[-0.07457, 49.30206];22
[-0.07457, 49.30206];22
[-0.07457, 49.30206];22
[-0.074901, 43.934673];22
[-0.074901, 43.934673];22
[-0.07573, 43.07032];18
[-0.07573, 43.07032];18
[-0.07615, 42.95916];18
[-0.07615, 42.95916];18
[-0.079329, 48.355144];22
[-0.079329, 48.355144];22
[-0.079796, 48.975983];22
[-0.079796, 48.975983];22
[-0.079796, 48.975983];22
