[-0.24,46.665];22;1
[-0.241,47.672];22000;4
[-0.241,44.918];22000;1
[-0.241,44.912];22;2
[-0.242,48.969];22000;3
[-0.242,43.182];22000;1
[-0.244,44.914];50000;2
[-0.245,44.947];50;3
[-0.245,47.672];22000;2
[-0.245,44.944];22000;3
[-0.245,44.553];22000;1
[-0.248,44.555];22000;2
[-0.249,44.554];22000;1
[-0.249,43.276];22;2
[-0.251,49.279];22000;3
[-0.251,43.339];22000;1
[-0.254,44.542];44;2
[-0.255,49.146];22;3
[-0.257,49.278];22000;3
[-0.257,43.142];22000;1
[-0.258,49.288];22;4
[-0.258,49.269];22;1
[-0.259,49.269];22;2
[-0.259,49.235];60;3
[-0.261,44.544];22000;3
[-0.261,44.558];22000;1
[-0.261,43.178];22000;2
[-0.261,44.292];22000;1
[-0.261,43.702];22;2
[-0.263,49.193];22000;3
[-0.264,43.345];22000;1
[-0.265,43.722];22000;2
[-0.265,44.735];22000;1
[-0.266,49.177];22;4
[-0.269,49.014];22000;3
[-0.269,45.071];22000;1
[-0.269,43.284];50;2
[-0.27,43.721];22;3
[-0.27,47.402];22000;3
[-0.272,44.924];22000;1
[-0.272,47.455];43000;4
[-0.273,45.243];22;2
[-0.274,47.193];22000;3
[-0.274,43.559];22000;1
[-0.274,44.992];22;2
[-0.276,49.248];22;3
[-0.276,47.192];22000;3
[-0.277,45.031];22000;1
[-0.281,48.34];22000;2
[-0.281,43.234];22000;1
[-0.281,49.263];22;4
[-0.283,49.293];50;3
[-0.285,44.883];50;1
[-0.288,49.15];22;4
[-0.289,49.135];22;1
[-0.292,49.025];22;4
[-0.296,49.204];22;4
[-0.298,49.228];22;3
[-0.299,49.074];7;3
[-0.3,49.189];7;1
[-0.301,47.837];60;5
[-0.301,49.191];22;3
[-0.302,49.297];120;3
[-0.302,49.191];120;1
[-0.302,47.19];22000;6
[-0.303,43.892];22000;1
[-0.303,49.226];22;4
[-0.303,49.001];50;3
[-0.303,49.172];22;5
[-0.304,49.035];43000;3
[-0.304,45.528];22000;2
[-0.306,43.378];22000;1
[-0.308,49.189];22;4
[-0.309,49.184];22;3
[-0.31,45.68];50;1
[-0.313,49.287];22;4
[-0.315,49.302];22;3
[-0.317,49.128];22000;3
[-0.317,44.898];22000;1
[-0.317,49.168];43000;8
[-0.317,45.87];22;2
[-0.318,49.178];22;3
[-0.318,49.172];22000;3
[-0.321,44.034];22000;1
[-0.321,47.411];22;4
[-0.323,49.17];22;1
[-0.326,49.044];50000;4
[-0.327,49.24];22000;4
[-0.327,44.946];22000;1
[-0.328,47.839];22;2
[-0.332,49.155];22;3
[-0.333,49.202];36;3
[-0.333,47.841];36;1
[-0.336,47.84];22;2
[-0.337,48.417];22;1
[-0.337,49.229];22;1
[-0.341,49.209];22;5
[-0.342,49.191];22000;3
[-0.342,43.416];22000;1
[-0.342,47.842];22;2
[-0.343,49.161];22;1
[-0.343,49.213];22000;4
[-0.343,45.108];22000;1
[-0.344,48.705];22;1
[-0.345,44.82];22;2
[-0.345,49.202];50000;3
[-0.346,46.02];22;2
[-0.347,49.184];22;3
[-0.347,49.182];22;3
[-0.347,49.198];22;3
[-0.348,49.214];24;1
[-0.348,49.178];22000;4
[-0.349,43.369];22000;1
[-0.349,49.205];22;2
[-0.35,49.138];22;3
[-0.351,47.472];22;3
[-0.351,49.151];22;3
[-0.351,49.319];22;3
[-0.351,48.099];22;1
[-0.353,43.288];22000;2
[-0.354,43.295];22000;1
[-0.355,44.65];43;2
[-0.355,49.32];22;5
[-0.355,49.14];22;3
[-0.356,49.184];22000;3
[-0.356,43.279];22000;1
[-0.356,49.18];150;4
[-0.359,43.315];22;3
[-0.359,47.576];22;3
[-0.36,48.588];22;5
[-0.36,49.204];43;3
[-0.36,47.57];22;5
[-0.36,49.187];22;3
[-0.361,49.161];22;3
[-0.361,43.28];22;1
[-0.362,44.92];22000;2
[-0.362,43.221];22000;1
[-0.364,47.7];22;3
[-0.365,49.184];22;3
[-0.365,49.199];22000;3
[-0.365,43.311];22000;1
[-0.366,49.181];22;4
[-0.366,48.251];22;1
[-0.366,43.333];22;4
[-0.367,49.187];22.08;3
[-0.367,49.227];22.08;6
[-0.368,49.228];22;11
[-0.368,49.229];50;1
[-0.369,48.575];22;6
[-0.37,49.176];22;3
[-0.37,49.325];22000;3
[-0.37,43.303];22000;1
[-0.37,48.576];22;14
[-0.371,49.183];22;1
[-0.371,43.285];50;2
[-0.371,46.298];22;3
[-0.371,49.18];22;3
[-0.372,49.152];22;3
[-0.374,49.255];24000;3
[-0.374,44.693];24000;1
[-0.374,49.221];22;4
[-0.376,49.295];22000;4
[-0.377,43.38];22000;1
[-0.379,46.297];50;1
[-0.38,49.29];22;1
[-0.38,49.2];22;4
[-0.38,49.204];22000;3
[-0.38,43.637];22000;1
[-0.381,43.338];22;4
[-0.381,46.341];22;1
[-0.381,43.337];22;2
[-0.383,47.502];22000;3
[-0.384,45.067];22000;1
[-0.384,43.315];22;2
[-0.386,43.362];22000;5
[-0.387,43.404];22000;1
[-0.388,43.232];22000;2
[-0.39,45.102];22000;1
[-0.39,43.133];22;1
[-0.391,43.33];7;2
[-0.391,49.204];22000;2
[-0.391,43.286];22000;1
[-0.392,49.328];22000;4
[-0.392,43.325];22000;1
[-0.393,46.34];22000;10
[-0.393,45.14];22000;1
[-0.393,47.559];22;4
[-0.394,47.876];22;1
[-0.396,49.333];22;4
[-0.396,47.457];22;3
[-0.396,49.192];22000;3
[-0.397,44.843];22000;1
[-0.397,48.156];22000;2
[-0.398,43.324];22000;1
[-0.398,43.302];22;2
[-0.399,49.161];22000;3
[-0.401,44.708];22;3
[-0.401,49.176];22;3
[-0.403,49.199];22;1
[-0.403,49.182];22;4
[-0.403,48.156];22;1
[-0.404,49.114];22;4
[-0.406,47.982];22;1
[-0.406,49.265];43000;4
[-0.406,45.285];22000;2
[-0.409,45.076];22000;1
[-0.409,47.319];50;3
[-0.409,46.338];22000;7
[-0.41,45.14];22000;1
[-0.41,43.534];50;2
[-0.411,46.338];22;7
[-0.412,48.873];22;3
[-0.413,48.157];22;1
[-0.413,48.147];22;4
[-0.415,46.335];22;1
[-0.415,44.567];22.08;2
[-0.415,46.334];50;1
[-0.416,46.33];22;4
[-0.417,47.934];22;1
[-0.417,46.318];22;4
[-0.418,49.166];22;3
[-0.418,47.745];22;3
[-0.419,49.335];22;3
[-0.419,47.57];22;3
[-0.422,49.129];50000;3
[-0.422,45.774];50;2
[-0.422,43.32];22;5
[-0.423,49.329];22;1
[-0.423,49.164];22;6
[-0.424,47.56];22000;3
[-0.424,44.696];22000;1
[-0.424,49.085];22000;4
[-0.425,44.914];22;3
[-0.425,43.064];3;1
[-0.425,45.438];22000;4
[-0.426,44.916];22000;1
[-0.428,42.987];4000;2
[-0.428,43.774];22;3
[-0.429,43.106];22;1
[-0.43,43.103];22;2
[-0.43,47.235];22;3
[-0.43,47.497];22000;3
[-0.43,44.992];22000;1
[-0.431,47.342];175;8
[-0.431,44.979];22;3
[-0.432,49.291];22000;3
[-0.433,43.4];22000;1
[-0.435,45.44];22;2
[-0.435,47.419];22;3
[-0.437,47.521];50000;3
[-0.437,45.005];175;3
[-0.437,44.646];50;1
[-0.439,44.85];22;2
[-0.439,45.452];22;3
[-0.439,49.086];22;3
[-0.44,47.791];22;1
[-0.44,43.33];22;1
[-0.441,45.439];60;2
[-0.441,43.323];60;1
[-0.441,49.185];25;4
[-0.443,43.924];22000;3
[-0.444,44.996];22000;1
[-0.444,47.65];22000;3
[-0.445,44.825];22000;1
[-0.447,45.14];22;2
[-0.447,47.357];22000;4
[-0.449,44.704];22000;1
[-0.45,43.917];22;4
[-0.45,49.258];22;3
[-0.451,49.157];22;3
[-0.453,49.275];60;3
[-0.455,49.321];120;7
[-0.456,49.321];120;1
[-0.458,49.334];22;4
[-0.458,49.143];22;3
[-0.458,49.277];22;3
[-0.459,47.401];90;3
[-0.46,49.199];22;7
[-0.461,49.336];22;1
[-0.464,44.848];22;2
[-0.464,47.212];22;3
[-0.468,47.616];100;3
[-0.468,44.871];25;4
[-0.469,47.452];22000;2
[-0.471,43.446];22000;1
[-0.471,47.52];7;4
[-0.471,43.908];22;3
[-0.472,47.509];22;1
[-0.472,49.199];22;4
[-0.473,48.986];22000;3
[-0.473,44.909];22000;1
[-0.474,44.905];22.08;2
[-0.475,46.316];22000;4
[-0.476,43.317];22000;1
[-0.476,48.039];22;2
[-0.477,47.331];22;3
[-0.477,49.206];22;3
[-0.477,49.05];22;3
[-0.478,48.986];22000;3
[-0.478,43.223];22000;1
[-0.479,44.671];22000;2
[-0.479,43.346];22000;1
[-0.479,43.904];22;2
[-0.48,47.509];22;1
[-0.48,43.891];12;1
[-0.48,47.45];11;1
[-0.48,43.864];22;2
[-0.482,48.918];22;3
[-0.482,44.844];22;1
[-0.482,48.99];22000;4
[-0.482,43.896];22000;1
[-0.483,47.442];22;4
[-0.485,47.405];22000;3
[-0.485,44.908];22000;1
[-0.488,43.635];22;2
[-0.488,47.681];22000;3
[-0.488,44.756];22000;1
[-0.488,44.43];22000;2
[-0.492,43.897];22000;1
[-0.493,44.84];22;1
[-0.493,46.302];50;6
[-0.494,49.077];22;5
[-0.494,47.468];22;3
[-0.494,46.837];22;1
[-0.495,49.105];22;1
[-0.496,44.852];50000;4
[-0.496,45.764];22;2
[-0.497,47.371];22;3
[-0.497,49.181];22000;3
[-0.497,43.894];22000;1
[-0.497,48.437];150;2
[-0.498,44.867];22000;55
[-0.499,44.786];22000;1
[-0.499,48.255];22;2
[-0.5,47.447];22;3
[-0.501,44.792];22;1
[-0.501,43.829];22000;4
[-0.502,43.154];22000;1
[-0.502,43.887];22;2
[-0.502,49.099];22;3
[-0.502,44.87];60;7
[-0.502,47.445];150;3
[-0.503,47.482];4000;59
[-0.503,43.885];22;3
[-0.504,47.565];22;3
[-0.505,49.101];22;3
[-0.505,47.266];50000;3
[-0.505,45.818];175;2
[-0.506,44.874];22000;3
[-0.507,43.335];22000;1
[-0.507,45.13];50;2
[-0.509,47.507];50;5
[-0.51,44.868];22;5
[-0.51,47.457];22000;3
[-0.51,43.361];22000;1
[-0.51,45.941];22;3
[-0.511,44.801];22;1
[-0.512,47.484];22;2
[-0.512,44.88];7;1
[-0.512,49.204];50;4
[-0.514,47.401];22;5
[-0.515,49.212];22;3
[-0.517,49.343];24;3
[-0.518,44.896];24;1
[-0.518,45.946];50;3
[-0.518,48.869];22000;5
[-0.519,43.882];22000;1
[-0.52,44.857];22;4
[-0.522,47.873];3;2
[-0.524,44.862];3;1
[-0.525,46.847];22;4
[-0.525,47.487];22;3
[-0.525,47.364];22;3
[-0.525,47.452];22;7
[-0.525,47.442];22;3
[-0.525,47.424];22;3
[-0.526,49.136];7;3
[-0.527,44.831];7;1
[-0.527,46.846];22;6
[-0.527,47.437];22;3
[-0.528,47.396];22;3
[-0.528,47.529];22;3
[-0.529,47.397];22000;7
[-0.529,44.756];22000;1
[-0.53,45.949];22;3
[-0.53,44.791];22000;3
[-0.531,44.68];22000;1
[-0.531,44.723];22;2
[-0.533,47.461];22;3
[-0.533,47.449];24;1
[-0.534,44.789];7;6
[-0.534,44.856];7;1
[-0.536,47.145];22;4
[-0.538,49.286];22;3
[-0.538,47.46];22.08;3
[-0.539,47.453];22;5
[-0.54,47.469];7;3
[-0.54,47.445];22000;9
[-0.543,44.714];22000;1
[-0.543,47.48];22;4
[-0.545,49.195];22;3
[-0.547,47.47];7;3
[-0.547,44.822];7;1
[-0.548,44.826];22;6
[-0.548,47.474];43000;3
[-0.549,45.578];3;2
[-0.549,44.847];3;1
[-0.549,47.477];3;4
[-0.55,44.816];22;2
[-0.552,47.951];22;1
[-0.552,47.475];3;4
[-0.552,44.861];3;1
[-0.553,47.357];22;4
[-0.553,47.491];22;3
[-0.553,47.463];3;3
[-0.553,44.812];22;3
[-0.554,48.851];22;3
[-0.554,48.845];22;3
[-0.554,47.577];7;3
[-0.555,44.823];22;9
[-0.555,47.475];7;3
[-0.555,44.824];22;5
[-0.555,47.451];43000;3
[-0.556,45.718];3;2
[-0.556,44.84];22;3
[-0.557,47.469];22;3
[-0.557,47.423];3;3
[-0.557,44.828];22;2
[-0.557,48.135];22;1
[-0.557,44.844];22;2
[-0.557,47.479];22;3
[-0.558,47.466];22000;7
[-0.558,45.249];22000;1
[-0.559,44.824];22;3
[-0.559,47.476];22;3
[-0.559,47.469];3;3
[-0.56,44.841];7;2
[-0.56,44.807];22000;2
[-0.56,45.039];22000;1
[-0.561,47.479];3;4
[-0.561,44.85];22;2
[-0.561,47.492];3;3
[-0.561,44.841];43;3
[-0.562,44.766];7;2
[-0.562,44.868];3;3
[-0.562,44.831];3;1
[-0.562,47.615];22;4
[-0.563,47.474];22;3
[-0.563,44.772];22;1
[-0.563,44.834];3;3
[-0.564,44.889];22;3
[-0.564,47.479];7;3
[-0.565,44.836];22;5
[-0.566,47.449];22.08;3
[-0.566,44.883];22;3
[-0.566,47.494];22;2
[-0.566,49.291];22;3
[-0.567,47.473];3;3
[-0.567,44.863];3;1
[-0.567,44.831];225;3
[-0.567,44.891];50;119
[-0.567,44.838];44;1
[-0.567,49.122];3;4
[-0.568,44.853];50000;2
[-0.568,45.481];22;2
[-0.568,49.278];22;3
[-0.569,47.534];3;4
[-0.569,44.814];3;2
[-0.569,44.836];3;1
[-0.569,45.291];43000;4
[-0.57,45.373];60;2
[-0.57,48.774];3;2
[-0.57,44.858];7;2
[-0.57,44.841];7;4
[-0.57,44.825];7;1
[-0.57,47.665];7;4
[-0.57,44.8];3;2
[-0.571,44.844];7;4
[-0.571,44.878];7;1
[-0.572,44.804];22;1
[-0.573,43.76];7;4
[-0.573,44.83];3;2
[-0.573,44.88];3;1
[-0.573,45.224];3;2
[-0.574,44.831];3;1
[-0.574,44.851];22;4
[-0.575,44.866];22;9
[-0.575,48.735];22;1
[-0.575,47.484];7;20
[-0.576,44.843];7;2
[-0.576,44.847];22;4
[-0.576,48.92];7;3
[-0.577,44.865];7;3
[-0.578,44.826];30;3
[-0.578,44.845];22000;3
[-0.579,43.323];22000;1
[-0.579,44.857];3;2
[-0.579,44.842];3;2
[-0.58,44.837];3;1
[-0.581,48.726];22;2
[-0.581,48.02];22;1
[-0.581,44.837];22000;4
[-0.581,44.713];22000;1
[-0.581,44.323];7;2
[-0.581,44.831];7;1
[-0.585,44.71];7;2
[-0.585,44.842];43;2
[-0.586,44.862];7;2
[-0.586,44.879];7;1
[-0.586,44.839];22;2
[-0.586,44.707];22;1
[-0.587,44.824];150;2
[-0.587,44.784];22;59
[-0.589,47.505];22;3
[-0.59,47.5];3;3
[-0.59,44.838];22;3
[-0.591,47.506];7;3
[-0.591,44.812];4000;3
[-0.591,43.865];25;3
[-0.591,47.468];25;1
[-0.592,46.478];22;2
[-0.592,47.48];7;3
[-0.592,44.855];4000;2
[-0.592,43.657];22000;3
[-0.592,43.653];22000;1
[-0.593,44.841];3;3
[-0.593,44.806];3;1
[-0.593,47.469];3;60
[-0.594,44.846];3;1
[-0.594,47.572];22;4
[-0.595,46.369];7;3
[-0.596,44.85];7;2
[-0.597,44.866];3;3
[-0.598,44.826];22000;2
[-0.598,44.728];22000;1
[-0.6,44.866];7;3
[-0.601,44.819];22;2
[-0.601,47.215];22000;3
[-0.601,43.0];22000;1
[-0.601,45.19];22000;4
[-0.601,44.728];22000;1
[-0.603,47.316];50000;3
[-0.603,44.786];50000;1
[-0.603,44.79];22000;56
[-0.603,44.982];22000;1
[-0.604,44.85];50;3
[-0.605,44.83];22000;3
[-0.605,43.194];22000;1
[-0.606,44.793];3;2
[-0.606,44.837];3;1
[-0.606,48.857];3;4
[-0.606,44.839];22;2
[-0.609,47.424];22000;3
[-0.609,45.29];22000;1
[-0.61,47.53];3;4
[-0.61,44.833];3;1
[-0.61,44.832];3;4
[-0.611,44.824];3;1
[-0.611,48.297];3;2
[-0.612,44.881];3;1
[-0.612,43.194];50;2
[-0.612,49.178];3.7;5
[-0.613,48.3];3;3
[-0.613,44.774];3;3
[-0.613,44.846];3;1
[-0.614,48.298];3;2
[-0.614,44.851];60;3
[-0.614,43.18];22000;3
[-0.615,43.464];22000;1
[-0.616,44.888];22;4
[-0.616,47.541];7;3
[-0.616,44.838];7;1
[-0.616,44.891];22;8
[-0.617,47.469];22.08;3
[-0.617,47.471];50;1
[-0.617,43.412];22;2
[-0.617,43.381];43;3
[-0.618,47.514];22;5
[-0.618,43.198];7;3
[-0.619,44.945];7;1
[-0.619,44.799];22;2
[-0.619,44.811];3;15
[-0.619,44.922];3;3
[-0.62,44.864];3;1
[-0.62,44.857];22;2
[-0.621,47.41];25;3
[-0.622,47.47];22;2
[-0.622,48.301];22;1
[-0.624,49.338];22000;4
[-0.624,45.252];22000;1
[-0.624,49.177];3;4
[-0.625,44.826];22;2
[-0.625,47.475];22;3
[-0.625,45.742];250;3
[-0.626,45.741];22000;19
[-0.627,45.247];22000;1
[-0.628,47.304];3;4
[-0.628,44.842];3;1
[-0.629,44.881];100;60
[-0.63,44.954];22;6
[-0.63,48.403];22;1
[-0.63,44.82];22000;2
[-0.63,43.371];22000;1
[-0.632,44.985];3;4
[-0.633,44.804];22;2
[-0.633,49.022];22;3
[-0.634,44.775];22;1
[-0.637,47.129];22;3
[-0.64,45.722];22;2
[-0.64,47.476];22;3
[-0.64,44.774];22;1
[-0.641,43.928];22000;4
[-0.641,44.75];22000;1
[-0.643,48.085];150;2
[-0.645,44.788];24;59
[-0.645,44.852];24;1
[-0.645,44.788];22;4
[-0.647,44.778];60;8
[-0.648,45.13];22;3
[-0.65,49.292];75;4
[-0.651,45.752];44;3
[-0.651,49.08];22000;3
[-0.652,43.434];22000;1
[-0.653,44.845];50;3
[-0.653,44.782];22000;3
[-0.654,44.763];22000;1
[-0.655,44.866];22;2
[-0.655,44.782];22;18
[-0.655,47.384];24;3
[-0.656,45.74];22.08;1
[-0.656,47.358];22;3
[-0.658,49.08];22;3
[-0.658,49.074];22;1
[-0.66,45.75];22;2
[-0.661,47.457];22000;3
[-0.662,45.129];22000;1
[-0.662,44.8];22000;2
[-0.663,45.131];22000;1
[-0.663,45.748];22000;1
[-0.663,48.195];22;2
[-0.664,45.746];22;1
[-0.664,45.125];22;2
[-0.665,44.858];7;1
[-0.667,47.519];50;4
[-0.667,44.85];175;1
[-0.668,44.848];22;5
[-0.668,44.856];22;5
[-0.67,46.823];22;1
[-0.67,47.465];22;10
[-0.67,44.875];22;12
[-0.672,47.561];22;3
[-0.673,44.821];22;5
[-0.673,48.853];22;3
[-0.673,44.86];22;2
[-0.673,44.831];22000;5
[-0.673,43.551];22000;1
[-0.674,44.829];22;20
[-0.674,49.267];22;3
[-0.676,44.849];22;2
[-0.676,47.543];22;3
[-0.677,47.922];22;1
[-0.678,49.22];22;4
[-0.678,47.484];43000;3
[-0.678,45.876];50000;2
[-0.679,45.569];22;2
[-0.682,44.839];50;3
[-0.685,47.83];22;3
[-0.685,44.837];22000;5
[-0.685,44.742];22000;1
[-0.686,49.274];22;2
[-0.686,44.825];22;5
[-0.686,49.275];22;1
[-0.687,47.83];22;34
[-0.687,44.837];22;8
[-0.688,49.284];50;1
[-0.688,47.374];22000;4
[-0.689,43.261];22000;1
[-0.69,47.823];22;2
[-0.691,44.839];22;4
[-0.692,44.839];7;8
[-0.692,44.881];22;1
[-0.692,44.835];22;4
[-0.692,44.837];22;5
[-0.692,44.838];22;10
[-0.694,44.885];22;17
[-0.7,48.075];22;1
[-0.701,45.284];22000;2
[-0.702,44.772];22000;1
[-0.703,44.945];22;4
[-0.703,47.431];22;3
[-0.703,47.022];50;3
[-0.706,47.614];22;2
[-0.707,49.27];44;13
[-0.707,49.271];22;3
[-0.707,47.622];22;1
[-0.708,47.826];22;2
[-0.708,49.284];22;3
[-0.708,49.281];22;3
[-0.711,47.461];22;3
[-0.712,47.626];22000;3
[-0.715,43.095];22000;1
[-0.716,47.207];22;4
[-0.718,47.834];22;1
[-0.719,48.122];22;2
[-0.719,49.279];22;3
[-0.725,44.912];22;1
[-0.727,47.219];22;4
[-0.728,47.21];22;3
[-0.735,48.054];22;5
[-0.736,48.058];22;1
[-0.739,49.021];50;4
[-0.74,46.111];50;7
[-0.741,48.054];22;3
[-0.742,46.647];22;3
[-0.744,47.525];22000;3
[-0.745,42.977];22000;1
[-0.745,43.592];22;2
[-0.745,47.007];43;3
[-0.746,46.647];22;5
[-0.747,47.871];22;1
[-0.748,45.2];22000;2
[-0.749,43.75];22000;1
[-0.75,46.643];22;3
[-0.75,49.241];43000;3
[-0.752,46.105];22;2
[-0.753,49.342];22;3
[-0.753,49.003];22;3
[-0.755,48.09];22;1
[-0.758,47.41];22;4
[-0.758,46.135];22;1
[-0.761,47.349];22000;4
[-0.761,43.324];22000;1
[-0.761,49.158];22;4
[-0.761,48.074];22;1
[-0.762,44.359];22;2
[-0.762,47.346];22;1
[-0.765,49.108];22;4
[-0.766,48.603];22;1
[-0.767,49.066];22;4
[-0.768,48.92];22000;3
[-0.771,44.608];22000;1
[-0.771,48.078];22;2
[-0.772,48.066];22;1
[-0.772,43.489];22000;2
[-0.773,43.487];22000;1
[-0.779,45.701];22000;3
[-0.781,44.812];22000;1
[-0.783,48.08];22000;2
[-0.784,44.81];22000;1
[-0.789,48.099];22;2
[-0.789,47.123];22;3
[-0.79,49.22];22;3
[-0.79,48.082];50;3
[-0.79,48.055];22000;3
[-0.797,45.026];22000;1
[-0.8,48.055];22;2
[-0.8,47.502];50;3
[-0.802,46.462];22;5
[-0.803,48.067];22;1
[-0.804,46.468];22;4
[-0.806,47.315];22;3
[-0.806,49.091];22;3
[-0.807,46.467];22;3
[-0.807,49.347];22;3
[-0.807,48.064];22;7
[-0.808,47.553];22.08;3
[-0.809,48.074];22;5
[-0.809,46.462];50;3
[-0.81,48.929];22;5
[-0.812,48.069];22;2
[-0.813,48.412];22;1
[-0.813,45.741];4000;3
[-0.814,43.835];22.08;3
[-0.815,48.062];22;7
[-0.821,46.464];22000;9
[-0.822,45.149];22000;1
[-0.826,46.468];50000;2
[-0.827,44.664];22;2
[-0.828,46.468];22;1
[-0.829,43.629];22;2
[-0.831,48.966];22;3
[-0.833,48.599];22;1
