0,Genesis GV60 Sport,380
0,Kia Niro EV,380
0,Fisker Ocean Sport,380
0,XPENG G9 RWD Standard Range,375
0,Mercedes EQA 250+,375
0,Mercedes EQC 400 4MATIC,370
0,Porsche Taycan 4S Sport Turismo,370
0,Kia EV6 GT,370
0,Kia e-Soul 64 kWh,370
0,MG ZS EV Long Range,365
0,Renault Megane E-Tech EV60 130hp,365
0,Genesis GV60 Sport Plus,365
0,MG MG4 Electric 64 kWh,365
0,Mercedes EQB 250+,365
0,Hyundai IONIQ 6 Standard Range 2WD,360
0,BMW iX xDrive40,360
0,Renault Megane E-Tech EV60 220hp,360
0,Volvo C40 Recharge Single Motor,355
0,Mercedes EQA 250,355
0,BMW iX1 xDrive30,355
0,Hongqi E-HS9 99 kWh,355
0,Ford Mustang Mach-E SR RWD,355
0,Smart #1,350
0,Genesis GV70 Electrified Sport,350
0,Mercedes EQA 300 4MATIC,350
0,Mercedes EQA 350 4MATIC,350
0,Aiways U6,350
0,CUPRA Born 150 kW - 58 kWh,350
0,BYD TANG,350
0,Volkswagen ID.3 Pro Performance,350
0,Volvo XC40 Recharge Single Motor,345
0,Mercedes EQB 250,345
0,Tesla Model Y,345
0,Ford Mustang Mach-E SR AWD,345
0,CUPRA Born 170 kW - 58 kWh,345
0,ORA Funky Cat 63 kWh,340
0,Nissan Leaf e+,340
0,NIO EL7 75 kWh,340
0,Mercedes EQB 300 4MATIC,335
0,Toyota bZ4X FWD,335
0,Skoda Enyaq Coupe iV 60,335
0,MG MG5 Electric Long Range,335
0,Smart #1 Brabus,335
0,Mercedes EQB 350 4MATIC,335
0,MG Marvel R,335
0,ORA Funky Cat GT,330
0,Toyota bZ4X AWD,330
0,Volkswagen ID. Buzz Pro,330
0,MG Marvel R Performance,330
0,Skoda Enyaq iV 60,325
0,Nissan Ariya 63kWh,320
0,Subaru Solterra AWD,320
0,BYD ATTO 3,320
0,Renault Zoe ZE50 R110,315
0,Aiways U5,315
0,Opel Astra Electric,310
0,Mercedes eVito Tourer Long 90 kWh,310
0,Lexus RZ 450e,310
0,Renault Zoe ZE50 R135,310
0,Peugeot e-308,310
0,Mercedes EQV 300 Extra-Long,305
0,Mercedes eVito Tourer Extra-Long 90 kWh,305
0,Kia EV6 Standard Range 2WD,305
0,Hongqi E-HS9 84 kWh,305
0,Mercedes EQV 300 Long,305
0,Opel Astra Sports Tourer Electric,300
0,Jeep Avenger Electric,300
0,Hyundai Kona Electric 48 kWh,300
0,MG MG4 Electric 51 kWh,300
0,Peugeot e-308 SW,300
0,DS 3 E-Tense,300
0,Jeep Avenger Electric 1st Edition,295
0,Audi Q4 Sportback e-tron 35,295
0,Hyundai IONIQ 5 Standard Range 2WD,295
0,SsangYong Korando e-Motion,290
0,Peugeot e-208,285
0,Opel Corsa-e,285
0,Volkswagen ID.4 Pure Performance,285
0,Audi Q4 e-tron 35,285
0,Volkswagen ID.4 Pure,285
0,CUPRA Born 110 kW - 45 kWh,275
0,MG ZS EV Standard Range,270
0,Citroen e-C4,265
0,Citroen e-Jumpy Combi M 75 kWh,265
0,Citroen e-SpaceTourer M 75 kWh,265
0,Opel Vivaro-e Combi M 75 kWh,265
0,Opel Zafira-e Life M 75 kWh,265
0,Peugeot e-Expert Combi Standard 75 kWh,265
0,Peugeot e-Traveller Standard 75 kWh,265
0,MG MG5 Electric Standard Range,265
0,Citroen e-C4 X,265
0,Fiat E-Ulysse L2 75 kWh,265
0,Toyota PROACE Verso M 75 kWh,265
0,Seres 3,260
0,Citroen e-Jumpy Combi XL 75 kWh,260
0,Citroen e-SpaceTourer XL 75 kWh,260
0,Opel Vivaro-e Combi L 75 kWh,260
0,Opel Zafira-e Life L 75 kWh,260
0,Peugeot e-Expert Combi Long 75 kWh,260
0,Peugeot e-Traveller Long 75 kWh,260
0,Toyota PROACE Shuttle M 75 kWh,260
0,Toyota PROACE Shuttle L 75 kWh,260
0,Fiat E-Ulysse L3 75 kWh,260
0,Toyota PROACE Verso L 75 kWh,260
0,ORA Funky Cat 48 kWh,260
0,Peugeot e-2008 SUV,255
0,Opel Mokka-e,255
0,Renault Megane E-Tech EV40 130hp,250
0,Hyundai Kona Electric 39 kWh,250
0,Fiat 500e Hatchback 42 kWh,235
0,Fiat 500e 3+1 42 kWh,235
0,Nissan Leaf,235
0,Lexus UX 300e,235
0,Kia e-Soul 39.2 kWh,230
0,Fiat 500e Cabrio 42 kWh,230
0,JAC iEV7s,225
0,Abarth 500e Scorpionissima,225
0,Renault Kangoo E-Tech Electric,215
0,Mercedes eVito Tourer Long 60 kWh,210
0,Mercedes EQV 250 Long,205
0,Mercedes EQV 250 Extra-Long,205
0,Mercedes eVito Tourer Extra-Long 60 kWh,205
0,Volkswagen e-Up!,205
0,Toyota Proace City Verso Electric L1 50 kWh,205
0,Opel Combo-e Life 50 kWh,200
0,Citroen e-Berlingo M 50 kWh,200
0,Peugeot e-Rifter Standard 50 kWh,200
0,Toyota Proace City Verso Electric L2 50 kWh,200
0,Opel Combo-e Life XL 50 kWh,195
0,Citroen e-Berlingo XL 50 kWh,195
0,Peugeot e-Rifter Long 50 kWh,195
0,Citroen e-Jumpy Combi M 50 kWh,180
0,Citroen e-SpaceTourer M 50 kWh,180
0,Opel Vivaro-e Combi M 50 kWh,180
0,Opel Zafira-e Life M 50 kWh,180
0,Peugeot e-Expert Combi Standard 50 kWh,180
0,Peugeot e-Traveller Standard 50 kWh,180
0,Mini Cooper SE,180
0,Fiat E-Ulysse L2 50 kWh,180
0,Citroen e-Jumpy Combi XL 50 kWh,175
0,Citroen e-SpaceTourer XL 50 kWh,175
0,Opel Vivaro-e Combi L 50 kWh,175
0,Opel Zafira-e Life L 50 kWh,175
0,Peugeot e-Expert Combi Long 50 kWh,175
0,Peugeot e-Traveller Long 50 kWh,175
0,Toyota PROACE Shuttle M 50 kWh,175
0,Toyota PROACE Shuttle L 50 kWh,175
0,Fiat E-Ulysse L3 50 kWh,175
0,Mini Cooper SE Convertible,170
0,Mazda MX-30,170
0,Honda e Advance,170
0,Dacia Spring Electric 45,165
0,Dacia Spring Electric 65 Extreme,160
0,Fiat 500e Hatchback 24 kWh,135
0,Fiat 500e 3+1 24 kWh,135
0,Fiat 500e Cabrio 24 kWh,135
0,Renault Twingo Electric,130
0,Smart EQ fortwo coupe,100
0,Smart EQ fortwo cabrio,95
