consolidated_longitude,consolidated_latitude,nbre_pdc,puissance_nominale
2.438,48.857,2,22.0
2.438,50.662,4,22.0
2.439,44.342,6,22.0
2.439,50.854,4,22.0
2.44,44.089,2,22.0
2.44,44.891,2,22.0
2.44,48.845,30,7.0
2.44,48.926,11,7.4
2.441,48.6,28,100.0
2.441,48.847,1,22.0
2.441,48.851,1,22.0
2.441,48.901,2,7.4
2.441,48.907,4,7.4
2.441,48.922,8,7.4
2.442,43.203,6,50.0
2.442,44.924,4,22.0
2.442,47.489,2,18.0
2.442,48.595,2,70.0
2.442,48.805,2,24.0
2.443,42.726,6,22.0
2.443,48.595,16,175.0
2.443,48.848,1,7.0
2.443,48.906,4,22.0
2.443,49.942,2,22.0
2.443,49.986,2,22.0
2.444,43.211,4,18.0
2.444,48.861,3,150.0
2.444,48.862,2,22.0
2.445,43.209,4,18.0
2.445,48.788,4,7.4
2.445,48.878,1,7.0
2.445,48.898,10,50.0
2.445,48.94,10,22.0
2.445,49.05,2,24.0
2.446,48.918,4,7.4
2.446,48.922,6,7.4
2.447,48.739,4,50.0
2.447,48.847,1,22.0
2.447,48.85,1,22.0
2.447,50.502,4,22.0
2.448,48.566,2,25.0
2.448,48.761,12,60.0
2.448,48.922,30,22.0
2.451,45.665,2,22.0
2.451,48.957,8,22.0
2.451,50.436,8,50.0
2.452,46.998,2,18.0
2.452,48.611,4,22.08
2.452,48.847,3,150.0
2.452,48.868,1,7.0
2.452,48.98,1,22.0
2.452,49.05,2,22.0
2.453,48.89,4,7.4
2.453,48.919,4,3.7
2.453,49.376,2,22.0
2.454,49.02,2,22.0
2.455,48.779,4,7.4
2.455,48.798,4,7.4
2.455,48.85,1,22.0
2.455,48.908,2,22.0
2.456,45.622,1,54.0
2.456,48.608,6,22.08
2.456,48.808,2,22.0
2.456,48.846,1,22.0
2.456,48.876,1,7.0
2.456,48.921,4,7.4
2.457,43.359,6,22.0
2.457,48.784,1,22.0
2.457,48.906,4,150.0
2.457,49.03,2,24.0
2.458,48.769,4,7.4
2.458,48.805,1,22.0
2.458,48.86,2,22.0
2.459,48.895,12,7.4
2.46,48.774,4,7.4
2.46,48.792,4,7.4
2.46,48.814,2,22.0
2.46,49.03,2,22.0
2.46,50.788,3,22.0
2.461,49.204,16,200.0
2.462,48.778,4,7.4
2.463,44.917,6,50.0
2.463,48.969,8,225.0
2.464,43.315,4,18.0
2.464,43.887,6,36.0
2.464,50.558,2,22.0
2.465,44.472,4,22.0
2.465,48.79,4,7.4
2.465,48.951,1,11.04
2.467,48.771,1,22.0
2.467,48.817,6,7.0
2.467,49.232,30,50.0
2.467,50.651,3,22.0
2.468,45.803,4,25.0
2.468,48.747,2,22.0
2.468,48.871,2,22.0
2.468,48.892,3,7.4
2.468,48.902,12,7.4
2.468,49.231,9,50.0
2.468,50.508,4,22.0
2.468,50.881,4,22.0
2.468,50.883,4,22.0
2.469,48.883,2,24.0
2.47,48.744,2,22.0
2.47,49.241,2,22.0
2.47,50.62,8,50.0
2.471,48.766,4,7.4
2.471,49.003,2,22.0
2.471,49.27,2,22.0
2.473,48.833,16,7.0
2.473,48.88,16,22.08
2.474,49.032,2,24.0
2.475,46.373,2,22.0
2.475,48.759,2,22.0
2.475,48.804,2,22.0
2.475,48.825,6,7.0
2.476,48.763,1,22.0
2.476,48.878,6,225.0
2.476,49.777,2,22.0
2.477,48.591,2,22.0
2.477,48.765,6,22.0
2.478,48.139,2,18.0
2.478,48.882,2,22.0
2.479,43.944,4,18.0
2.479,46.374,2,22.0
2.479,48.837,4,22.0
2.479,48.864,2,22.0
2.479,48.901,2,24.0
2.479,49.009,2,22.0
2.48,48.842,4,7.4
2.48,48.947,4,22.0
2.482,46.725,2,18.0
2.482,48.902,2,24.0
2.482,49.772,2,22.0
2.483,46.176,2,50.0
2.483,47.1,2,18.0
2.483,50.802,8,32.0
2.484,48.758,8,60.0
2.484,48.872,2,24.0
2.484,48.915,2,24.0
2.485,43.48,4,18.0
2.485,48.803,12,7.0
2.485,48.884,2,22.0
2.485,48.954,3,150.0
2.485,50.674,4,22.0
2.486,46.175,2,22.0
2.486,48.742,2,22.08
2.486,48.805,10,7.0
2.486,48.837,18,7.4
2.486,48.87,2,22.0
2.486,50.821,4,22.0
2.487,48.793,2,22.0
2.487,48.872,2,22.0
2.487,48.873,2,24.0
2.487,48.951,8,225.0
2.487,50.353,6,22.0
2.488,49.283,7,22.0
2.489,48.766,10,22.0
2.489,48.818,6,7.4
2.489,48.949,2,22.0
2.489,50.563,2,22.0
2.49,47.232,2,18.0
2.49,48.833,21,7.4
2.49,51.068,4,22.0
2.493,49.007,6,22.0
2.494,48.833,2,22.0
2.494,48.839,18,7.4
2.494,48.938,2,22.0
2.495,46.726,2,18.0
2.495,48.775,3,120.0
2.495,48.826,16,22.0
2.495,48.93,2,22.0
2.496,43.631,4,18.0
2.496,45.139,4,22.0
2.496,48.374,2,18.0
2.496,48.679,1,22.0
2.497,48.817,2,22.08
2.497,49.048,4,22.0
2.497,51.033,2,22.0
2.498,44.708,16,50.0
2.499,48.847,6,7.4
2.499,48.941,2,22.0
2.499,50.471,4,22.0
2.5,46.026,2,50.0
2.5,48.934,2,22.0
2.501,49.911,2,22.0
2.503,48.835,4,7.4
2.504,42.81,4,22.0
2.504,48.843,6,22.0
2.504,48.851,6,22.0
2.504,48.862,2,22.0
2.505,46.721,2,18.0
2.505,48.696,8,50.0
2.506,48.931,1,7.0
2.507,46.721,2,18.0
2.507,48.697,2,7.4
2.508,48.903,2,22.0
2.509,48.749,2,22.08
2.509,48.771,4,22.0
2.509,48.821,1,7.0
2.509,48.929,2,22.0
2.51,46.992,2,18.0
2.51,48.814,18,7.4
2.51,49.547,2,22.0
2.511,48.815,2,22.0
2.511,48.856,1,7.0
2.511,48.873,1,7.0
2.511,48.889,2,22.0
2.511,49.0,6,22.08
2.511,50.695,4,22.0
2.512,48.825,12,7.4
2.512,50.839,2,7.0
2.513,48.892,2,22.0
2.513,48.894,2,22.0
2.514,48.749,2,22.0
2.514,48.794,5,7.4
2.514,48.912,2,60.0
2.514,49.004,2,22.0
2.515,48.852,2,22.0
2.515,49.006,2,22.0
2.515,49.912,2,22.0
2.516,48.898,2,24.0
2.517,48.914,2,22.0
2.518,48.91,2,24.0
2.518,48.924,2,22.0
2.519,49.002,2,22.0
2.52,48.465,8,7.0
2.52,48.854,3,150.0
2.52,48.902,2,22.0
2.521,49.554,2,22.0
2.522,50.472,2,22.0
2.523,48.771,6,22.0
2.523,48.882,2,22.0
2.523,48.947,2,22.0
2.524,43.946,2,22.0
2.524,48.819,1,22.0
2.524,48.991,2,22.0
2.525,48.905,2,22.0
2.525,50.012,2,22.0
2.526,43.326,4,18.0
2.526,47.303,2,18.0
2.526,48.691,4,24.0
2.526,51.071,4,22.0
2.527,48.896,2,24.0
2.528,48.678,4,22.08
2.528,48.814,18,7.4
2.528,48.939,3,150.0
2.529,42.645,4,22.0
2.529,42.96,4,22.0
2.529,47.532,2,18.0
2.529,48.678,10,50.0
2.529,48.845,2,22.0
2.529,49.099,2,22.0
2.53,44.168,4,22.0
2.53,48.678,6,25.0
2.53,48.857,2,22.0
2.53,48.873,2,22.0
2.531,48.689,2,22.0
2.531,48.796,2,24.0
2.531,50.733,4,22.0
2.532,48.279,2,18.0
2.532,48.799,2,22.0
2.532,48.816,12,60.0
2.532,50.715,4,22.0
2.532,50.725,4,22.0
2.533,46.362,2,22.0
2.533,48.801,2,22.0
2.533,50.072,2,22.0
2.534,50.72,4,22.0
2.534,50.723,6,22.0
2.535,48.683,8,50.0
2.535,48.722,2,22.0
2.535,48.799,2,22.0
2.535,48.824,2,22.0
2.535,48.832,3,150.0
2.535,48.934,2,22.0
2.535,48.963,2,22.0
2.535,49.305,2,22.0
2.536,50.938,4,22.0
2.537,44.033,2,22.0
2.537,44.328,2,3.7
2.537,48.919,2,24.0
2.538,50.723,2,50.0
2.539,50.72,4,22.0
2.54,48.786,2,22.0
2.54,48.956,2,22.0
2.54,50.515,4,22.0
2.541,48.499,2,18.0
2.541,49.014,20,7.0
2.542,43.177,1,50.0
2.542,48.729,2,22.0
2.542,48.81,12,7.4
2.542,50.729,4,22.0
2.544,44.374,4,7.36
2.544,48.828,2,22.0
2.544,48.923,2,24.0
2.544,50.718,4,22.0
2.545,48.812,6,22.0
2.545,50.475,4,50.0
2.545,50.712,6,22.0
2.546,48.8,2,22.0
2.546,48.91,1,7.0
2.546,50.738,12,60.0
2.547,46.724,4,22.0
2.547,48.617,2,22.0
2.547,48.796,24,200.0
2.547,48.797,45,200.0
2.547,49.722,2,22.0
2.547,50.738,4,22.0
2.548,48.665,2,7.0
2.548,48.666,4,7.0
2.548,50.283,4,22.0
2.549,43.188,4,18.0
2.549,48.558,2,18.0
2.549,48.839,2,50.0
2.549,48.928,3,150.0
2.549,50.456,4,22.0
2.549,50.728,5,22.08
2.55,48.758,2,22.0
2.55,48.848,2,24.0
2.55,48.905,2,22.0
2.55,50.625,8,50.0
2.55,50.627,6,22.0
2.552,48.474,2,18.0
2.552,49.073,1,50.0
2.552,50.729,5,22.08
2.552,50.738,6,50.0
2.553,49.072,17,300.0
2.553,50.73,4,22.0
2.554,48.961,4,150.0
2.554,49.09,6,22.08
2.554,50.481,6,22.0
2.554,50.777,4,22.0
2.556,44.338,6,22.0
2.557,46.327,2,22.0
2.558,51.007,2,22.0
2.559,44.314,2,22.08
2.559,48.959,4,50.0
2.56,43.186,6,18.0
2.561,48.524,4,22.0
2.561,48.957,2,22.0
2.562,44.292,6,22.0
2.562,48.503,2,18.0
2.562,48.816,6,7.4
2.562,48.953,3,150.0
2.563,48.62,2,22.08
2.563,48.649,4,150.0
2.563,48.866,6,50.0
2.564,48.348,2,18.0
2.564,49.003,34,22.0
2.565,42.862,6,18.0
2.565,43.565,4,18.0
2.565,46.883,2,18.0
2.565,48.58,2,18.0
2.565,49.953,2,22.0
2.566,44.646,4,22.0
2.566,48.649,4,24.0
2.566,48.717,1,22.0
2.566,48.718,3,150.0
2.566,48.829,2,24.0
2.568,48.52,7,22.0
2.569,44.378,4,22.0
2.569,46.892,12,60.0
2.569,48.317,2,18.0
2.569,49.004,16,7.0
2.57,48.649,6,22.0
2.57,48.782,4,50.0
2.57,48.93,2,22.0
2.57,48.935,2,22.0
2.571,44.364,2,22.0
2.571,48.525,2,18.0
2.572,44.364,4,150.0
2.572,48.362,4,300.0
2.572,50.683,4,22.0
2.574,48.361,4,300.0
2.574,48.715,16,60.0
2.574,48.79,2,22.0
2.575,48.362,3,300.0
2.575,50.492,14,50.0
2.576,48.863,2,22.0
2.576,50.563,4,22.0
2.577,49.004,74,22.0
2.579,48.893,2,25.0
2.579,50.499,11,22.0
2.58,42.37,4,12.0
2.58,48.914,2,22.0
2.58,50.345,4,22.0
2.58,50.415,8,50.0
2.58,50.829,8,300.0
2.58,50.978,5,22.0
2.581,49.648,4,22.0
2.581,50.497,6,22.08
2.582,43.737,4,18.0
2.582,43.955,6,22.0
2.582,44.605,4,22.0
2.582,48.597,2,18.0
2.582,48.902,2,22.08
2.582,49.034,2,18.0
2.582,49.259,2,22.0
2.584,44.369,16,50.0
2.584,44.37,4,50.0
2.584,48.708,48,7.0
2.585,46.379,6,50.0
2.586,48.778,8,60.0
2.586,49.561,2,22.0
2.587,46.378,8,250.0
2.587,50.981,4,22.0
2.588,48.527,2,18.0
2.588,50.424,2,22.0
2.588,50.492,8,60.0
2.588,50.585,6,22.0
2.588,50.809,4,22.0
2.589,44.371,6,22.0
2.59,43.185,4,18.0
2.59,46.315,2,22.0
2.59,46.331,2,11.0
2.59,49.648,2,22.0
2.591,42.81,4,22.0
2.591,49.018,2,18.0
2.592,49.206,15,7.0
2.592,50.47,2,22.0
2.593,44.373,2,22.08
2.593,50.353,2,22.0
2.595,47.678,2,22.0
2.596,46.345,1,22.0
2.596,50.779,1,7.0
2.597,44.366,6,22.0
2.597,46.35,6,22.08
2.597,46.351,2,22.0
2.597,49.308,2,22.0
2.598,46.344,2,22.0
2.598,48.283,2,18.0
2.599,46.339,2,22.0
2.599,48.494,2,18.0
2.601,48.877,4,150.0
2.601,48.951,2,22.0
2.602,48.342,2,18.0
2.602,48.562,2,18.0
2.603,48.445,2,18.0
2.603,49.065,2,18.0
2.603,50.563,2,22.0
2.604,46.341,2,22.0
2.604,46.348,2,22.0
2.604,48.917,2,22.0
2.604,48.918,2,22.0
2.604,49.755,2,22.0
2.605,44.397,6,60.0
2.606,46.33,2,22.0
2.606,48.697,1,22.0
2.606,48.698,2,22.0
2.606,49.006,20,7.0
2.606,49.209,2,22.0
2.608,46.534,2,22.0
2.608,48.466,2,18.0
2.608,48.581,16,22.08
2.608,48.614,4,22.08
2.608,48.953,8,22.0
2.609,48.57,1,22.0
2.609,49.318,24,22.0
2.61,46.34,2,22.0
2.61,48.578,3,22.0
2.61,49.909,2,22.0
2.611,49.008,8,24.0
2.612,42.385,6,22.0
2.612,48.98,2,22.0
2.613,47.185,2,18.0
2.613,48.953,2,22.0
2.615,44.11,2,22.0
2.615,48.576,6,22.0
2.615,48.816,1,22.0
2.616,48.747,2,18.0
2.616,48.817,1,22.0
2.617,46.346,2,22.0
2.617,50.455,4,22.0
2.618,49.66,2,22.0
2.619,47.992,4,22.0
2.62,47.124,2,18.0
2.62,48.941,2,22.0
2.62,50.455,4,22.0
2.621,43.093,2,18.0
2.621,43.928,4,18.0
2.621,45.559,2,18.0
2.622,50.515,9,150.0
2.623,42.671,4,22.0
2.623,43.091,2,18.0
2.623,43.906,4,18.0
2.624,45.56,4,25.0
2.624,48.611,2,18.0
2.625,42.562,4,22.0
2.625,43.998,1,22.0
2.625,50.532,2,22.0
2.626,44.978,8,50.0
2.626,47.962,4,22.0
2.626,48.234,2,18.0
2.627,43.005,2,22.0
2.627,43.5,4,22.0
2.627,50.516,2,22.0
2.628,48.532,2,22.0
2.628,48.568,20,50.0
2.629,48.87,2,22.0
2.63,48.89,2,7.0
2.63,48.98,4,22.0
2.631,47.941,4,22.0
2.631,48.563,2,22.0
2.631,48.565,4,22.08
2.632,48.882,2,22.0
2.632,50.532,2,22.0
2.633,42.677,6,22.0
2.634,48.562,20,200.0
2.634,48.567,4,50.0
2.634,50.522,2,22.0
2.634,50.53,4,22.0
2.635,43.317,4,22.0
2.635,46.167,2,22.0
2.635,48.515,2,18.0
2.635,48.611,3,300.0
2.637,42.458,4,22.0
2.637,47.682,2,22.0
2.637,50.531,4,22.0
2.638,48.874,2,24.0
2.638,50.453,6,60.0
2.639,50.522,12,22.0
2.64,48.346,2,18.0
2.64,48.543,2,18.0
2.64,48.873,2,24.0
2.641,48.87,2,24.0
2.641,50.644,6,22.0
2.642,48.975,2,22.0
2.642,49.3,2,22.0
2.642,50.522,2,7.0
2.643,48.866,2,22.0
2.643,49.429,2,22.0
2.643,50.53,2,22.0
2.643,50.535,4,22.0
2.644,48.829,3,150.0
2.645,49.426,2,22.0
2.646,50.447,4,22.0
2.647,49.746,2,22.0
2.648,50.537,13,22.08
2.649,48.547,2,22.0
2.649,50.512,2,22.08
2.649,50.513,4,22.08
2.65,47.073,2,18.0
2.65,50.502,6,60.0
2.651,47.458,2,18.0
2.651,48.796,10,22.0
2.651,50.001,10,50.0
2.652,47.033,2,18.0
2.652,49.98,2,22.0
2.653,43.251,4,18.0
2.654,47.036,2,18.0
2.654,48.244,2,18.0
2.654,48.526,2,22.0
2.655,48.844,2,22.0
2.655,50.52,4,22.0
2.656,42.768,4,22.0
2.658,48.196,2,18.0
2.659,44.689,4,22.0
2.659,50.516,4,22.0
2.66,44.059,2,22.0
2.66,44.592,2,3.7
2.66,44.842,6,22.0
2.66,46.288,2,22.0
2.66,48.54,2,22.0
2.66,50.513,16,50.0
2.661,48.522,2,18.0
2.662,44.191,6,22.0
2.662,48.614,4,25.0
2.663,44.612,4,22.0
2.663,44.843,2,22.0
2.663,50.48,8,50.0
2.665,45.28,2,22.0
2.665,48.571,2,18.0
2.665,48.626,2,18.0
2.666,50.57,4,22.0
2.668,48.763,2,22.0
2.668,48.952,12,60.0
2.67,48.52,2,22.0
2.67,49.85,2,22.0
2.67,50.472,4,22.0
2.671,48.553,2,18.0
2.672,42.473,6,22.0
2.672,44.553,6,22.0
2.672,48.017,4,22.0
2.672,48.762,2,22.0
2.672,48.86,48,50.0
2.672,48.901,2,18.0
2.672,48.965,2,18.0
2.672,50.468,4,22.0
2.672,50.66,4,7.0
2.673,47.996,10,100.0
2.674,48.231,2,18.0
2.676,48.868,2,22.0
2.677,42.75,4,22.0
2.678,48.54,8,60.0
2.679,44.737,6,22.0
2.679,50.476,4,22.0
2.68,43.298,4,18.0
2.68,48.87,6,50.0
2.681,48.872,5,22.0
2.682,44.131,6,22.0
2.683,50.521,4,22.0
2.684,44.831,2,22.0
2.684,50.482,4,7.0
2.684,50.741,2,22.08
2.685,46.97,2,18.0
2.685,48.876,5,11.0
2.685,49.054,2,18.0
2.685,50.621,6,22.0
2.686,47.946,4,22.0
2.687,45.533,4,25.0
2.687,48.531,2,22.0
2.688,48.511,2,18.0
2.688,48.946,2,18.0
2.689,50.053,2,22.0
2.69,50.513,6,50.0
2.691,50.8,4,22.0
2.693,43.707,10,36.0
2.693,50.513,6,22.08
2.694,48.626,2,18.0
2.695,46.706,4,50.0
2.696,48.401,2,22.0
2.697,49.32,8,350.0
2.697,49.322,1,44.0
2.698,48.045,4,22.0
2.699,48.653,2,18.0
2.7,48.3,2,18.0
2.7,48.548,2,18.0
2.701,43.6,4,22.0
2.701,48.15,2,18.0
2.701,48.489,2,18.0
2.702,48.413,2,22.0
2.703,50.308,15,150.0
2.704,44.087,2,22.0
2.704,44.873,2,22.0
2.705,45.647,16,50.0
2.705,48.833,4,150.0
2.705,50.647,6,22.0
2.706,48.232,2,18.0
2.706,50.645,2,22.08
2.707,49.816,2,22.0
2.708,48.836,26,7.0
2.709,47.991,4,22.0
2.709,48.582,2,18.0
2.709,50.637,6,22.0
2.71,48.831,12,50.0
2.713,46.801,2,18.0
2.715,47.989,4,22.0
2.715,48.02,4,22.0
2.715,50.58,8,50.0
2.716,50.471,2,22.0
2.717,44.288,6,22.0
2.717,48.658,2,18.0
2.718,47.972,9,120.0
2.718,49.357,2,22.0
2.719,48.258,6,22.0
2.719,48.925,2,18.0
2.72,42.889,4,22.0
2.72,43.268,12,22.0
2.72,49.519,3,300.0
2.72,49.52,1,50.0
2.72,50.763,4,22.0
2.721,50.635,18,150.0
2.722,49.523,4,175.0
2.723,44.472,6,22.0
2.727,43.143,6,18.0
2.729,47.082,2,18.0
2.729,48.0,12,22.0
2.729,48.418,18,200.0
2.73,43.28,4,22.0
2.73,50.092,2,22.0
2.73,50.283,6,22.0
2.731,48.012,4,22.0
2.731,48.181,2,18.0
2.732,47.975,6,50.0
2.733,47.979,4,50.0
2.733,50.74,6,22.0
2.734,47.994,2,7.4
2.735,42.682,4,22.0
2.735,47.962,6,200.0
2.735,50.73,4,22.0
2.736,47.93,4,22.0
2.736,48.884,4,22.0
2.737,47.918,4,22.0
2.738,46.289,2,22.0
2.738,48.422,2,22.08
2.738,50.3,6,50.0
2.74,50.313,8,22.0
2.741,48.043,4,22.0
2.741,48.715,2,18.0
2.741,50.3,8,60.0
2.742,47.845,2,22.0
2.742,50.641,4,22.0
2.743,48.829,10,300.0
2.743,50.405,1,50.0
2.743,50.424,4,7.4
2.744,46.287,2,22.0
2.744,48.94,2,18.0
2.744,49.026,2,18.0
2.745,42.814,4,22.0
2.745,48.83,10,300.0
2.746,42.485,4,22.0
2.746,47.735,2,22.0
2.746,50.487,4,22.0
2.746,50.488,4,22.0
2.746,50.731,8,45.0
2.747,49.541,2,22.0
2.747,50.302,4,22.0
2.748,50.292,4,22.0
2.749,50.287,1,22.0
2.75,50.297,4,50.0
2.75,50.311,6,22.0
2.751,48.527,2,18.0
2.753,43.817,4,22.0
2.754,42.758,4,22.0
2.756,48.487,2,18.0
2.757,47.258,2,18.0
2.757,48.852,51,200.0
2.759,42.501,6,50.0
2.759,42.634,6,22.0
2.759,43.488,6,22.0
2.76,44.801,4,22.0
2.76,48.971,2,18.0
2.76,50.286,6,22.0
2.761,44.521,6,22.0
2.762,42.629,2,22.0
2.762,42.65,2,22.0
2.763,48.425,12,50.0
2.764,50.304,6,22.0
2.765,48.448,2,18.0
2.765,50.289,6,22.0
2.766,50.292,4,22.0
2.769,42.696,4,22.0
2.769,50.274,6,22.0
2.769,50.29,6,22.0
2.769,50.633,1,22.0
2.77,50.658,6,22.0
2.771,48.423,6,50.0
2.771,50.287,4,22.0
2.772,49.05,2,18.0
2.772,49.355,2,11.0
2.772,49.412,10,7.0
2.772,50.391,4,7.0
2.772,50.629,4,22.0
2.773,47.968,4,22.0
2.773,48.661,2,18.0
2.773,50.423,15,150.0
2.774,47.968,4,22.0
2.774,48.638,2,18.0
2.774,49.409,3,7.36
2.774,50.419,1,22.0
2.775,49.402,2,7.0
2.775,50.292,4,22.0
2.776,50.285,6,22.0
2.777,49.359,4,22.0
2.777,49.387,2,22.0
2.778,50.296,6,22.0
2.779,50.293,4,22.0
2.78,50.701,4,22.0
2.781,48.636,1,50.0
2.782,50.286,4,22.0
2.782,50.291,4,22.0
2.782,50.297,6,22.0
2.782,50.425,4,22.08
2.783,48.867,19,7.4
2.784,46.931,2,18.0
2.785,50.426,12,24.0
2.785,50.427,8,60.0
2.786,47.953,4,22.0
2.786,49.354,2,22.0
2.786,50.261,4,22.0
2.786,50.426,6,22.08
2.787,48.999,2,18.0
2.787,50.427,9,22.08
2.788,44.182,6,22.0
2.788,49.389,2,50.0
2.788,49.7,2,50.0
2.788,50.427,32,200.0
2.789,44.182,4,22.0
2.789,48.086,2,22.0
2.789,50.263,4,22.0
2.789,50.279,2,22.0
2.79,49.397,4,7.0
2.791,42.512,4,22.0
2.793,45.579,2,11.0
2.793,48.035,4,22.0
2.794,50.448,8,60.0
2.795,48.505,2,18.0
2.796,42.682,6,22.0
2.797,50.265,14,50.0
2.797,50.266,11,24.0
2.797,50.282,4,22.0
2.799,48.841,2,22.0
2.799,50.541,8,22.0
2.8,46.356,3,300.0
2.8,48.458,2,18.0
2.8,48.51,2,18.0
2.8,49.819,2,22.0
2.8,50.266,2,14.0
2.801,42.693,4,22.0
2.801,46.356,4,300.0
2.801,49.136,8,22.0
2.801,49.298,2,22.0
2.801,50.444,5,22.08
2.802,50.212,1,22.0
2.802,50.299,6,22.0
2.803,49.136,16,50.0
2.804,50.282,6,22.0
2.805,45.684,4,25.0
2.805,48.874,6,7.0
2.806,48.876,6,7.0
2.806,49.039,2,18.0
2.806,50.529,12,22.0
2.807,46.182,1,7.4
2.807,48.872,6,7.0
2.808,45.572,4,25.0
2.808,45.925,2,22.0
2.809,42.49,4,22.0
2.809,45.576,4,22.0
2.811,42.607,4,22.0
2.811,46.997,2,18.0
2.811,48.376,6,50.0
2.812,42.751,4,22.0
2.813,48.898,1,22.0
2.814,44.517,2,22.0
2.816,45.542,4,25.0
2.816,45.545,2,22.0
2.816,49.419,6,7.0
2.816,49.535,4,22.0
2.818,46.617,2,22.0
2.82,45.838,4,25.0
2.82,46.031,4,25.0
2.822,42.701,4,22.0
2.822,50.05,2,22.0
2.823,44.384,2,50.0
2.825,44.38,4,22.0
2.825,49.418,8,7.0
2.825,50.595,6,18.0
2.826,48.912,2,18.0
2.828,50.696,1,7.0
2.829,48.456,2,18.0
2.829,48.578,2,18.0
2.829,49.009,2,18.0
2.829,50.412,12,60.0
2.83,42.653,4,22.0
2.83,43.524,4,22.0
2.83,48.814,2,18.0
2.83,48.897,2,22.0
2.83,49.874,2,22.0
2.831,43.524,2,22.0
2.831,46.474,4,50.0
2.831,48.769,2,18.0
2.831,50.561,6,18.0
2.831,50.651,6,22.0
2.832,42.526,4,22.0
2.832,50.486,6,22.0
2.833,43.181,6,22.0
2.835,42.663,4,22.0
2.835,44.296,4,22.0
2.835,48.53,2,18.0
2.835,48.645,2,18.0
2.836,42.775,4,22.0
2.836,46.159,4,25.0
2.837,47.332,2,18.0
2.838,48.973,2,18.0
2.838,49.58,2,22.0
2.838,50.705,4,22.0
2.839,42.533,2,22.0
2.839,42.717,6,22.0
2.839,49.588,2,22.0
2.841,49.888,10,300.0
2.841,50.69,2,22.0
2.842,48.664,2,18.0
2.842,50.45,2,22.0
2.842,50.536,6,18.0
2.844,49.594,2,22.0
2.845,42.663,4,22.0
2.845,49.441,2,7.0
2.846,50.511,8,50.0
2.846,50.678,4,18.0
2.847,44.684,2,22.0
2.848,44.684,6,22.0
2.848,48.325,2,18.0
2.85,48.349,2,18.0
2.851,47.508,2,22.0
2.851,50.273,2,22.0
2.851,50.691,4,22.0
2.854,45.512,4,25.0
2.854,49.492,2,22.0
2.854,50.577,6,18.0
2.854,50.606,6,18.0
2.857,42.755,6,22.0
2.858,42.671,2,100.0
2.858,46.396,2,22.0
2.858,47.337,2,18.0
2.859,43.248,4,22.0
2.86,43.683,6,18.0
2.86,43.96,1,22.0
2.86,48.927,2,18.0
2.861,48.504,2,18.0
2.863,42.685,3,12.0
2.863,50.105,2,22.0
2.864,49.464,2,22.0
2.865,50.009,2,22.0
2.865,50.446,3,22.0
2.865,50.693,5,22.08
2.867,45.111,8,50.0
2.867,50.533,4,18.0
2.867,50.557,6,18.0
2.868,48.946,16,115.0
2.868,50.106,2,22.0
2.869,43.164,6,18.0
2.87,42.767,6,22.0
2.87,49.483,2,22.0
2.87,50.105,10,50.0
2.872,42.64,4,22.0
2.872,43.313,6,22.0
2.872,49.482,14,22.0
2.873,47.424,2,18.0
2.873,49.482,2,22.0
2.874,48.957,7,7.0
2.875,47.474,2,18.0
2.875,48.754,2,18.0
2.876,42.768,4,22.0
2.876,48.979,4,50.0
2.877,43.269,4,22.0
2.877,50.646,4,18.0
2.878,48.94,2,25.0
2.878,49.438,2,22.0
2.879,43.824,4,22.0
2.879,48.934,8,50.0
2.879,48.947,12,50.0
2.879,48.954,4,7.0
2.88,42.519,6,18.0
2.881,48.958,8,7.0
2.881,49.478,2,22.0
2.881,50.681,12,22.0
2.882,43.957,6,22.0
2.882,47.745,2,22.0
2.883,48.967,8,22.0
2.883,49.48,2,22.0
2.883,50.199,1,22.0
2.884,44.509,4,22.0
2.885,48.936,5,11.0
2.886,42.672,4,50.0
2.886,50.398,2,22.0
2.887,48.956,4,7.0
2.887,50.682,2,60.0
2.888,50.584,6,18.0
2.889,42.738,4,50.0
2.889,47.045,2,18.0
2.889,48.699,4,22.0
2.89,48.606,2,18.0
2.891,48.444,2,18.0
2.891,50.331,2,9.0
2.892,42.74,2,22.0
2.892,43.163,1,22.0
2.893,42.606,4,22.0
2.893,42.673,5,50.0
2.894,45.849,4,25.0
2.895,42.672,2,11.0
2.895,50.656,5,22.08
2.896,48.343,2,18.0
2.896,48.929,4,50.0
2.897,42.668,2,22.0
2.897,44.049,2,22.0
2.897,44.49,4,22.0
2.897,50.492,2,22.0
2.897,50.656,1,7.0
2.899,42.78,4,175.0
2.899,45.729,2,22.0
2.899,50.583,6,50.0
2.9,48.387,2,22.0
2.9,48.944,2,22.0
2.902,42.666,6,22.08
2.904,42.661,6,22.08
2.905,42.662,10,22.08
2.905,48.95,2,22.0
2.905,50.392,2,7.0
2.905,50.622,4,18.0
2.906,42.662,6,22.08
2.906,49.346,2,22.0
2.907,43.264,6,22.0
2.907,48.858,2,18.0
2.907,48.882,2,18.0
2.907,48.957,2,22.0
2.907,49.223,8,22.08
2.908,42.775,20,250.0
2.908,48.754,2,18.0
2.908,48.956,3,22.0
2.908,49.776,2,22.0
2.908,50.405,2,7.0
2.909,48.858,2,18.0
2.91,43.311,4,18.0
2.91,49.757,2,22.0
2.911,50.382,4,7.0
2.914,45.576,2,18.0
