consolidated_longitude,consolidated_latitude,nbre_pdc,puissance_nominale
0.478,44.833,6,50.0
0.481,43.08,2,18.0
0.481,43.803,2,3.7
0.481,48.938,2,22.0
0.483,44.853,2,22.0
0.483,46.763,2,18.0
0.485,44.85,2,22.0
0.485,46.757,2,18.0
0.487,44.85,2,22.0
0.488,44.857,2,22.0
0.488,46.761,2,18.0
0.489,44.849,2,22.0
0.49,49.553,2,22.0
0.491,43.505,1,22.0
0.491,44.794,2,22.0
0.491,47.491,12,22.0
0.491,47.5,3,50.0
0.492,49.55,2,22.0
0.493,44.397,2,22.0
0.493,49.547,4,22.0
0.495,46.329,2,18.0
0.497,45.254,2,22.0
0.497,46.56,2,18.0
0.499,43.981,2,22.0
0.499,44.387,2,22.08
0.499,49.231,2,22.0
0.5,45.666,2,22.0
0.5,49.356,6,50.0
0.503,44.871,4,43.0
0.506,43.295,6,18.0
0.507,43.267,4,18.0
0.508,44.2,2,50.0
0.51,44.289,2,22.0
0.51,47.309,1,54.0
0.513,44.226,2,22.0
0.513,46.026,2,22.0
0.514,49.352,2,22.0
0.514,49.353,2,22.0
0.515,49.358,2,22.0
0.517,44.179,2,22.0
0.517,46.173,2,18.0
0.519,49.356,2,22.0
0.523,46.478,2,18.0
0.525,49.468,2,22.0
0.526,44.759,2,22.0
0.526,45.147,4,43.0
0.526,46.276,2,18.0
0.526,46.791,2,22.0
0.527,43.192,2,18.0
0.528,45.145,2,22.0
0.531,49.008,2,22.0
0.532,46.813,2,18.0
0.533,49.516,6,50.0
0.534,44.789,24,100.0
0.535,46.777,2,18.0
0.535,46.813,2,18.0
0.536,46.773,2,18.0
0.54,45.022,2,22.0
0.542,44.194,2,22.0
0.543,46.836,3,50.0
0.545,43.345,4,50.0
0.545,46.391,2,18.0
0.545,46.819,2,18.0
0.547,44.822,4,7.0
0.547,45.584,2,7.0
0.547,46.815,8,22.0
0.548,44.826,6,7.0
0.548,46.816,16,250.0
0.549,46.818,2,18.0
0.55,47.477,2,7.4
0.55,47.479,2,7.4
0.552,45.777,2,22.0
0.552,47.488,1,7.4
0.553,44.22,2,22.0
0.554,44.222,2,22.0
0.555,44.823,20,7.0
0.555,44.824,12,7.0
0.559,47.48,1,7.4
0.561,46.824,8,22.0
0.562,44.868,6,11.0
0.563,44.936,2,22.0
0.567,46.876,2,18.0
0.568,44.855,2,22.0
0.57,46.682,2,18.0
0.571,43.085,2,18.0
0.573,46.115,2,18.0
0.573,46.775,4,7.0
0.577,44.169,2,22.0
0.578,43.428,2,22.0
0.58,44.16,4,22.0
0.58,46.757,2,18.0
0.582,45.886,2,22.0
0.583,43.648,2,22.0
0.585,43.029,2,18.0
0.585,44.163,2,22.0
0.585,44.219,4,50.0
0.585,49.244,2,22.0
0.586,43.636,2,22.0
0.587,43.039,2,18.0
0.587,44.4,2,22.0
0.587,48.038,2,22.0
0.589,43.019,2,18.0
0.589,43.189,2,3.7
0.589,45.322,2,22.0
0.589,49.089,2,22.0
0.59,43.649,2,22.0
0.591,44.398,2,22.0
0.591,44.652,2,22.0
0.592,42.789,2,18.0
0.592,43.062,2,22.0
0.592,43.492,2,22.0
0.592,43.608,2,22.0
0.593,43.652,2,22.0
0.593,46.411,2,18.0
0.593,49.089,2,22.0
0.597,44.19,2,22.0
0.597,49.087,2,22.0
0.597,49.089,2,22.0
0.598,46.436,2,18.0
0.598,46.935,1,7.0
0.599,47.314,4,7.0
0.6,43.668,1,50.0
0.6,45.418,2,22.0
0.601,45.164,2,22.0
0.601,49.091,2,22.0
0.603,44.195,2,22.0
0.603,46.607,2,18.0
0.603,47.481,2,7.4
0.604,44.19,6,22.0
0.605,44.193,2,22.0
0.605,47.403,4,22.0
0.606,44.201,2,22.0
0.606,46.937,2,18.0
0.607,43.652,2,22.0
0.608,43.02,2,18.0
0.608,43.204,2,3.7
0.608,44.731,2,22.0
0.609,44.141,2,22.0
0.609,44.171,7,175.0
0.61,44.2,2,22.0
0.611,43.666,6,7.4
0.611,46.362,2,18.0
0.612,43.666,10,7.4
0.612,44.203,2,22.0
0.612,44.204,2,22.0
0.613,43.664,4,50.0
0.614,46.78,2,18.0
0.615,44.204,9,7.0
0.617,44.192,2,22.0
0.617,44.2,2,22.0
0.617,44.204,9,7.0
0.619,44.193,2,22.0
0.62,43.66,4,22.0
0.62,44.183,16,100.0
0.62,44.207,4,22.0
0.62,47.115,1,22.0
0.621,44.204,6,7.0
0.621,44.442,2,22.0
0.623,44.208,18,7.0
0.623,49.391,2,22.0
0.624,43.034,2,18.0
0.624,44.536,4,50.0
0.625,43.934,2,22.0
0.625,44.442,2,22.0
0.626,43.712,2,22.0
0.626,46.807,2,18.0
0.627,44.16,2,22.0
0.627,44.176,6,60.0
0.627,44.206,2,22.0
0.629,44.186,10,100.0
0.63,44.18,2,22.0
0.63,46.563,2,18.0
0.63,46.568,2,22.0
0.63,47.167,16,175.0
0.635,46.509,2,18.0
0.637,44.178,2,22.0
0.638,46.367,2,24.0
0.64,44.245,2,22.0
0.643,44.791,2,22.0
0.643,46.565,2,18.0
0.644,44.239,2,22.0
0.645,42.915,2,18.0
0.645,46.568,3,120.0
0.646,45.993,2,22.0
0.646,47.358,2,25.0
0.647,43.344,2,22.0
0.647,46.573,2,18.0
0.648,45.365,2,22.0
0.648,45.369,2,22.0
0.648,47.349,10,150.0
0.649,43.29,2,18.0
0.651,44.064,2,22.0
0.652,44.842,2,22.0
0.652,46.673,2,18.0
0.653,45.78,2,22.0
0.655,46.728,2,18.0
0.655,47.354,2,22.0
0.656,44.171,2,22.0
0.656,44.19,2,22.0
0.657,47.377,10,300.0
0.659,42.971,2,18.0
0.659,43.857,2,22.0
0.659,49.294,2,22.0
0.66,44.133,2,22.0
0.66,45.184,2,22.0
0.66,46.192,2,22.0
0.661,45.187,2,22.0
0.661,48.762,2,120.0
0.661,48.763,2,60.0
0.662,45.533,2,22.0
0.663,43.854,8,60.0
0.663,48.946,2,22.0
0.664,44.181,2,22.0
0.665,45.529,2,22.0
0.665,46.444,2,18.0
0.666,43.85,2,22.0
0.666,45.193,8,22.0
0.666,45.205,2,22.0
0.666,47.384,1,7.0
0.668,42.974,2,18.0
0.669,44.003,1,50.0
0.669,44.187,2,22.0
0.669,46.019,2,22.0
0.671,44.182,4,22.0
0.671,44.417,2,22.0
0.671,45.543,1,22.0
0.672,44.186,2,22.0
0.672,47.432,60,200.0
0.673,46.004,12,50.0
0.674,46.015,2,22.0
0.674,46.231,2,18.0
0.674,49.153,2,22.0
0.675,45.885,2,22.0
0.675,46.003,4,22.0
0.676,44.186,2,22.0
0.678,44.23,2,22.0
0.679,44.857,12,22.0
0.68,48.23,1,22.0
0.681,44.231,2,22.0
0.682,47.374,2,22.0
0.683,44.836,10,22.0
0.683,47.283,2,22.0
0.687,46.19,2,18.0
0.688,45.157,4,43.0
0.688,45.624,2,22.0
0.689,44.395,2,22.0
0.69,44.175,2,22.0
0.69,45.192,2,22.0
0.691,44.386,2,22.0
0.691,44.404,6,50.0
0.694,47.391,15,7.0
0.697,45.133,10,22.0
0.698,45.392,2,22.0
0.698,47.335,16,22.0
0.699,47.336,19,200.0
0.7,44.423,2,22.08
0.701,47.326,4,22.0
0.702,47.331,8,22.08
0.703,47.331,18,200.0
0.704,45.363,2,22.0
0.705,45.364,2,22.0
0.705,46.76,2,18.0
0.705,47.331,4,50.0
0.705,49.012,2,22.0
0.706,43.096,2,18.0
0.706,44.409,2,22.0
0.708,44.405,2,22.0
0.709,49.108,2,22.0
0.711,48.824,2,22.0
0.712,45.18,2,22.0
0.712,49.197,2,22.0
0.716,45.122,2,22.0
0.716,45.184,2,22.0
0.718,45.189,6,22.0
0.719,45.874,2,22.0
0.719,49.233,2,22.0
0.721,47.448,4,22.0
0.721,49.194,2,22.0
0.723,45.187,2,22.0
0.725,44.836,2,22.0
0.725,45.176,2,22.0
0.725,45.18,2,22.0
0.725,46.402,3,50.0
0.727,48.999,4,7.0
0.728,45.217,2,22.0
0.729,43.11,2,18.0
0.73,45.192,2,22.0
0.732,49.379,2,22.0
0.734,43.45,2,22.0
0.738,44.115,2,22.0
0.739,44.406,2,22.0
0.739,45.197,2,22.0
0.739,45.882,2,22.0
0.74,43.112,10,60.0
0.741,44.638,2,22.0
0.743,45.205,2,22.0
0.743,45.828,2,22.0
0.744,43.094,2,18.0
0.746,44.638,2,22.0
0.746,44.808,8,7.4
0.746,45.179,1,22.0
0.747,43.048,2,18.0
0.747,45.18,4,24.0
0.748,48.908,2,22.0
0.749,45.493,2,22.0
0.756,45.42,2,22.0
0.757,43.998,2,22.0
0.758,45.182,2,22.0
0.76,43.114,6,22.0
0.761,43.116,6,60.0
0.761,44.527,2,22.0
0.762,43.115,4,50.0
0.762,43.521,2,22.0
0.762,44.61,1,22.0
0.763,45.182,2,22.0
0.763,45.191,6,22.0
0.764,44.283,2,22.0
0.764,45.192,6,22.0
0.766,46.738,2,18.0
0.768,43.936,2,22.0
0.768,44.531,2,22.0
0.768,49.609,8,22.0
0.769,44.092,4,22.0
0.769,44.768,2,22.0
0.77,45.177,2,3.4
0.771,43.891,2,22.0
0.774,49.612,38,22.0
0.776,47.475,2,50.0
0.776,49.081,2,22.0
0.777,46.505,2,18.0
0.777,47.474,1,50.0
0.78,45.195,2,22.0
0.782,48.978,2,22.0
0.783,45.895,2,22.0
0.785,46.121,2,22.0
0.789,42.985,2,18.0
0.79,45.152,8,250.0
0.792,45.151,2,22.0
0.792,45.198,16,50.0
0.792,45.199,6,60.0
0.795,45.149,2,22.0
0.8,45.15,8,300.0
0.8,46.258,2,18.0
0.801,43.015,2,18.0
0.801,45.137,2,3.7
0.801,47.3,2,22.0
0.805,44.396,2,22.0
0.806,49.485,2,22.0
0.807,44.394,2,22.0
0.808,48.771,2,22.0
0.81,44.385,2,22.0
0.81,44.946,2,22.0
0.81,46.491,2,18.0
0.811,46.786,2,18.0
0.815,45.193,2,22.0
0.815,49.357,13,90.0
0.815,49.359,2,120.0
0.816,44.11,2,22.0
0.817,49.361,12,60.0
0.818,49.354,2,22.0
0.819,45.824,2,22.0
0.82,44.125,2,22.0
0.83,49.454,2,22.0
0.831,48.33,8,22.0
0.836,49.525,2,22.0
0.839,43.381,2,18.0
0.84,43.967,2,22.0
0.841,45.42,2,22.0
0.842,46.68,2,18.0
0.842,49.51,2,22.0
0.843,46.679,2,18.0
0.85,46.003,2,22.0
0.85,47.414,6,50.0
0.854,44.113,4,22.0
0.86,46.42,2,24.0
0.86,46.421,1,22.0
0.86,49.412,2,22.0
0.864,46.566,2,18.0
0.865,49.361,16,175.0
0.867,44.943,2,22.0
0.869,43.108,2,18.0
0.869,45.733,2,22.0
0.87,46.426,2,18.0
0.871,44.631,2,22.0
0.873,43.63,2,22.0
0.873,45.306,2,22.0
0.874,45.236,2,22.0
0.875,49.3,2,22.0
0.876,43.77,4,50.0
0.876,46.377,2,18.0
0.877,46.434,2,18.0
0.878,43.732,2,22.0
0.88,46.432,2,18.0
0.88,49.402,2,22.0
0.88,49.517,2,22.0
0.882,43.217,2,18.0
0.882,44.122,6,22.0
0.882,44.18,2,22.0
0.882,44.277,2,22.0
0.883,46.43,1,22.0
0.886,46.695,2,18.0
0.889,44.116,2,22.0
0.89,47.302,1,50.0
0.891,44.384,2,22.0
0.895,44.682,2,22.0
0.896,44.109,2,22.0
0.897,45.984,2,22.0
0.901,44.069,2,22.0
0.904,46.235,2,22.0
0.91,44.993,2,22.0
0.91,49.151,2,22.0
0.913,44.846,2,22.0
0.913,48.836,2,22.0
0.915,45.896,2,22.0
0.916,43.474,2,22.0
0.916,45.896,8,22.0
0.917,45.896,2,22.0
0.917,49.148,10,22.0
0.918,43.958,2,22.0
0.918,45.899,2,22.0
0.918,48.836,2,22.0
0.918,49.148,10,22.0
0.919,45.275,2,22.0
0.919,45.416,2,22.0
0.919,49.148,10,22.0
0.92,46.109,6,50.0
0.921,45.414,2,22.0
0.921,46.551,2,18.0
0.922,44.198,2,22.0
0.922,49.291,2,22.0
0.924,45.421,4,43.0
0.926,44.922,2,22.0
0.927,44.917,2,22.0
0.928,49.497,2,22.0
0.929,48.74,2,22.0
0.929,48.743,2,22.0
0.93,43.491,2,22.0
0.93,48.739,2,22.0
0.93,48.74,2,22.0
0.932,48.891,2,22.0
0.933,49.35,2,22.0
0.934,44.1,2,22.0
0.935,49.103,2,22.0
0.937,48.962,4,22.0
0.938,45.223,2,22.0
0.939,49.266,2,22.0
0.941,48.961,2,22.0
0.941,48.965,2,22.0
0.942,48.96,2,22.0
0.944,44.482,2,22.0
0.945,44.323,2,22.0
0.947,44.88,2,22.0
0.952,49.294,2,22.0
0.956,43.016,2,18.0
0.957,44.262,2,22.0
0.958,43.825,4,22.0
0.959,43.101,2,22.08
0.96,49.306,2,22.0
0.96,49.48,2,22.0
0.96,49.538,4,22.0
0.961,43.101,6,50.0
0.961,49.536,12,120.0
0.962,49.248,2,22.0
0.963,49.445,2,22.0
0.964,48.833,2,22.0
0.967,44.49,2,22.0
0.967,49.342,2,22.0
0.969,49.534,3,150.0
0.971,43.176,2,18.0
0.973,44.091,2,22.0
0.976,45.54,2,22.0
0.976,49.261,2,22.0
0.978,43.723,2,22.0
0.978,44.486,4,22.0
0.978,45.047,2,22.0
0.98,45.652,6,50.0
0.981,44.486,2,22.0
0.981,47.42,2,22.0
0.982,43.598,1,50.0
0.983,47.135,8,60.0
0.986,44.48,2,22.0
0.987,49.4,2,7.0
0.988,44.823,2,22.0
0.989,45.66,5,22.0
0.991,43.88,2,22.0
0.994,46.436,2,18.0
0.997,49.789,4,22.0
0.998,49.459,2,22.0
0.999,44.019,2,18.0
0.999,44.402,4,50.0
1.002,47.695,8,50.0
1.004,44.041,2,50.0
1.004,47.695,8,50.0
1.005,46.263,16,60.0
1.005,47.11,8,22.0
1.006,44.777,2,22.0
1.007,49.285,2,22.0
1.007,49.289,2,22.0
1.007,49.291,2,22.0
1.009,49.303,2,22.0
1.009,49.358,2,22.0
1.011,44.939,2,22.0
1.011,48.474,2,22.0
1.012,43.2,2,18.0
1.012,44.787,2,22.0
1.015,49.492,2,22.0
1.017,47.404,13,200.0
1.018,44.935,2,22.0
1.018,49.282,2,22.0
1.019,49.486,1,22.0
1.02,44.341,2,22.0
1.02,49.486,1,22.0
1.021,43.031,2,22.0
1.021,43.311,4,22.0
1.021,43.738,2,18.0
1.021,43.921,2,22.0
1.022,44.062,2,22.0
1.022,49.386,2,22.0
1.024,49.479,2,22.0
1.025,49.281,2,22.0
1.026,49.447,2,22.0
1.027,49.447,2,22.0
1.032,42.922,4,22.0
1.032,49.276,2,120.0
1.033,45.933,2,22.0
1.033,49.313,2,22.0
1.034,49.414,2,22.0
1.036,45.895,6,50.0
1.036,49.452,2,22.0
1.037,49.289,2,25.0
1.038,43.343,2,18.0
1.038,48.992,2,22.0
1.039,49.507,2,22.0
1.041,44.028,2,22.0
1.041,49.481,4,22.0
1.041,49.524,2,22.0
1.042,44.865,2,22.0
1.042,49.277,2,22.0
1.043,46.467,2,18.0
1.043,49.289,2,60.0
1.044,44.868,2,22.0
1.044,49.402,2,22.0
1.045,49.458,6,22.0
1.045,49.528,2,18.0
1.046,49.42,2,60.0
1.046,49.645,6,120.0
1.047,49.481,2,22.0
1.049,44.273,2,22.0
1.051,43.729,2,18.0
1.051,45.337,2,22.0
1.051,46.12,2,22.0
1.051,49.469,2,22.0
1.052,49.409,2,22.0
1.052,49.43,4,22.0
1.057,45.271,2,22.0
1.058,44.996,2,22.0
1.058,48.504,1,18.0
1.058,48.759,2,22.0
1.061,45.493,2,22.0
1.062,49.427,2,22.0
1.063,44.861,2,22.0
1.063,46.64,6,22.0
1.064,49.448,4,22.0
1.065,49.223,2,22.0
1.065,49.415,2,120.0
1.066,43.281,2,18.0
1.066,43.978,2,22.0
1.066,49.447,9,50.0
1.067,49.399,5,22.0
1.067,49.446,2,22.0
1.068,49.405,2,22.0
1.068,49.447,6,200.0
1.069,49.399,5,22.0
1.069,49.452,2,22.0
1.07,45.141,2,22.0
1.07,48.865,2,22.0
1.07,49.447,10,22.0
1.072,49.448,2,300.0
1.073,49.412,2,22.0
1.074,49.387,24,50.0
1.075,49.44,4,22.0
1.075,49.924,6,7.0
1.076,49.893,2,60.0
1.076,49.923,70,22.0
1.078,43.217,2,7.0
1.078,46.218,2,22.0
1.078,49.426,2,22.0
1.079,43.614,2,22.0
1.079,49.462,2,22.0
1.08,44.629,2,22.0
1.08,48.872,2,22.0
1.08,49.445,2,22.0
1.081,49.51,2,22.0
1.082,44.517,6,36.0
1.082,46.132,6,50.0
1.082,49.421,6,50.0
1.083,43.715,2,18.0
1.083,48.241,3,50.0
1.084,43.931,2,22.0
1.084,44.106,2,22.0
1.084,49.911,6,50.0
1.085,44.1,2,22.0
1.085,49.43,2,22.0
1.086,43.209,4,50.0
1.086,44.103,2,22.0
1.086,49.445,2,22.0
1.086,49.919,12,120.0
1.087,49.436,2,22.0
1.088,44.331,2,22.0
1.088,49.007,2,22.0
1.088,49.439,2,22.0
1.088,49.442,2,22.0
1.088,49.443,4,22.0
1.09,45.011,2,22.0
1.09,49.415,4,22.0
1.091,49.368,4,11.0
1.094,49.476,2,22.0
1.095,49.439,2,22.0
1.095,49.448,2,22.0
1.095,49.474,6,22.0
1.098,47.455,2,22.0
1.098,49.326,2,25.0
1.099,49.443,2,22.0
1.101,49.342,2,22.0
1.104,49.432,2,22.0
1.104,49.907,12,50.0
1.105,49.329,2,22.0
1.105,49.907,8,50.0
1.106,44.038,2,22.0
1.107,49.447,2,22.0
1.109,44.04,2,22.0
1.109,49.377,2,22.0
1.109,49.906,6,50.0
1.111,43.322,2,18.0
1.111,44.04,2,22.0
1.112,44.041,2,22.0
1.116,45.022,1,7.0
1.116,49.394,1,22.0
1.117,43.412,2,18.0
1.117,49.469,2,22.0
1.119,43.255,2,18.0
1.119,43.415,2,22.0
1.119,44.119,6,60.0
1.12,49.14,2,22.0
1.122,46.422,2,18.0
1.123,49.422,2,22.0
1.124,49.017,4,22.0
1.124,49.404,2,22.0
1.127,49.473,2,22.0
1.128,49.021,2,22.0
1.131,49.481,2,22.0
1.134,49.418,7,22.0
1.135,43.897,2,22.0
1.135,44.502,4,22.0
1.135,44.506,12,36.0
1.135,48.08,1,18.0
1.136,43.28,2,18.0
1.136,49.03,2,22.0
1.136,49.411,2,22.0
1.137,43.001,2,22.0
1.137,43.599,2,3.7
1.138,44.257,2,22.0
1.138,45.798,2,22.0
1.14,45.392,2,22.0
1.143,42.985,4,22.0
1.143,49.491,4,22.0
1.144,49.441,2,22.0
1.145,43.528,2,18.0
1.146,43.492,2,18.0
1.146,45.259,2,22.0
1.146,45.797,2,22.0
1.146,49.487,6,22.0
1.147,42.977,2,4.0
1.149,49.414,2,7.0
1.15,44.839,2,22.0
1.15,44.966,2,22.0
1.15,49.019,2,22.0
1.151,45.055,2,22.0
1.151,49.406,2,3.7
1.152,44.813,2,22.0
1.152,45.057,19,200.0
1.153,49.026,2,22.0
1.155,44.186,2,22.0
1.155,48.996,1,7.0
1.155,48.998,8,22.0
1.156,49.303,2,22.0
1.156,49.32,2,22.0
1.157,49.318,6,22.0
1.157,49.503,17,90.0
1.158,49.009,2,22.0
1.158,49.026,2,22.0
1.159,49.366,2,22.0
1.16,49.024,2,22.0
1.16,49.432,2,22.0
1.162,49.048,2,22.0
1.165,44.834,2,22.0
1.165,49.008,6,50.0
1.165,49.211,2,22.0
1.166,45.061,2,22.0
1.166,49.482,2,22.0
1.167,45.413,2,22.0
1.167,46.215,2,22.0
1.167,49.214,2,22.0
1.168,43.302,2,18.0
1.168,49.225,2,22.0
1.168,49.226,8,22.0
1.17,43.942,2,22.0
1.17,49.217,2,22.0
1.171,43.127,4,22.0
1.171,44.506,2,22.0
1.171,49.061,30,22.0
1.171,49.211,2,22.0
1.173,49.025,2,22.0
1.173,49.059,21,50.0
1.176,49.401,2,22.0
1.177,43.321,2,18.0
1.177,44.005,2,22.0
1.177,49.422,2,22.0
1.178,43.514,2,18.0
1.179,49.32,2,22.0
1.18,43.742,2,18.0
1.18,49.395,20,22.0
1.181,48.349,2,22.0
1.182,43.518,4,22.0
1.182,49.028,8,100.0
1.183,49.236,8,11.0
1.184,44.825,2,22.0
1.185,45.665,12,22.0
1.185,49.025,5,22.0
1.185,49.335,4,7.0
1.186,48.044,1,18.0
1.186,49.249,1,25.0
1.187,49.249,2,22.0
1.188,44.753,2,22.0
1.188,47.525,8,22.08
1.188,49.249,4,22.08
1.189,43.541,2,18.0
1.19,49.023,22,50.0
1.192,44.465,2,22.0
1.192,44.502,12,36.0
1.194,43.986,2,22.0
1.195,44.084,2,22.0
1.195,44.665,6,36.0
1.195,48.778,2,22.0
1.196,43.257,2,18.0
1.197,49.272,2,22.0
1.199,43.705,2,18.0
1.199,48.77,2,22.0
1.2,43.829,2,22.0
1.2,48.771,2,22.0
1.2,49.388,2,22.0
1.201,45.956,6,50.0
1.202,45.51,2,22.0
1.203,42.864,6,22.0
1.203,44.227,2,22.0
1.203,44.901,2,22.0
1.204,44.799,2,22.0
1.205,45.778,2,22.0
1.206,45.519,2,22.0
1.207,49.285,2,22.0
1.208,49.256,2,22.0
1.209,49.258,2,22.0
1.212,44.338,4,36.0
1.213,44.893,2,22.0
1.214,44.884,2,22.0
1.214,44.895,2,22.0
1.215,44.804,2,22.0
1.215,48.764,6,50.0
1.216,43.467,2,18.0
1.217,43.802,2,22.0
1.217,44.034,2,22.0
1.217,44.88,2,22.0
1.217,44.893,2,22.0
1.217,45.401,2,22.0
1.217,49.272,2,22.0
1.219,49.324,2,22.0
1.219,49.325,16,60.0
1.22,49.211,4,50.0
1.221,49.198,2,22.0
1.222,43.43,2,18.0
1.222,44.875,2,22.0
1.223,49.231,2,22.0
1.224,43.914,2,22.0
1.224,44.876,10,22.0
1.224,49.276,2,22.0
1.225,43.296,2,18.0
1.225,44.645,4,36.0
1.225,49.195,2,22.0
1.226,43.533,2,18.0
1.227,47.499,2,22.0
1.228,45.13,2,22.0
1.229,43.692,2,18.0
1.23,43.21,2,18.0
1.232,45.118,2,22.0
1.233,49.115,2,22.0
1.235,43.852,2,22.0
1.236,43.599,2,18.0
1.238,44.73,1,7.0
1.241,43.892,2,22.0
1.241,44.089,2,22.0
1.241,44.127,2,22.0
1.243,43.616,4,22.0
1.245,45.063,2,22.0
1.246,45.877,2,22.0
1.248,43.358,2,18.0
1.254,43.344,2,18.0
1.254,44.994,2,22.0
1.257,45.824,2,22.0
1.257,48.304,6,50.0
1.259,49.509,1,22.0
1.262,43.397,2,18.0
1.262,44.745,2,22.0
1.264,43.601,2,22.0
1.264,43.924,2,22.0
1.267,49.335,2,22.0
1.268,44.683,6,36.0
1.268,45.814,3,150.0
1.269,45.868,5,50.0
1.272,43.912,2,22.0
1.273,43.578,2,18.0
1.274,45.89,12,50.0
1.274,46.134,2,22.0
1.274,48.906,2,22.0
1.276,43.358,2,18.0
1.276,45.89,4,24.0
1.277,45.837,10,300.0
1.277,46.134,2,22.0
1.279,42.994,6,22.0
1.283,43.605,8,50.0
1.283,43.618,4,22.0
1.287,43.671,6,22.0
1.288,45.818,16,50.0
1.289,44.011,2,22.0
1.291,44.821,2,22.0
1.292,45.131,6,50.0
1.295,43.398,2,18.0
1.296,43.827,2,22.0
1.297,43.723,2,18.0
1.298,45.132,2,22.0
1.299,43.764,2,22.0
1.299,45.13,2,22.0
1.299,46.034,2,22.0
1.3,45.76,2,22.0
1.302,43.563,2,18.0
1.302,45.126,2,22.0
1.303,43.827,2,22.0
1.308,43.144,6,22.0
1.309,43.598,2,3.4
1.311,43.499,2,18.0
1.311,43.616,4,22.0
1.313,44.665,6,36.0
1.316,43.603,8,22.0
1.318,43.331,2,18.0
1.318,43.683,4,22.0
1.318,44.155,2,22.0
1.318,49.139,2,22.0
1.318,49.14,2,22.0
1.322,43.515,2,18.0
1.322,45.813,8,22.0
1.322,48.676,1,22.0
1.323,44.974,2,22.0
1.324,43.601,4,22.0
1.324,47.615,4,22.0
1.325,45.249,2,22.0
1.327,43.65,4,22.0
1.327,45.129,4,22.0
1.328,43.652,4,60.0
1.328,47.586,2,11.0
1.328,48.058,2,22.0
1.329,43.652,2,60.0
1.329,48.071,2,22.0
1.33,45.876,2,22.0
1.331,43.61,4,22.0
1.331,47.613,15,200.0
1.332,43.611,2,7.0
1.332,43.612,2,7.0
1.332,43.617,8,90.0
1.332,43.991,1,22.0
1.332,47.615,12,60.0
1.333,43.61,8,90.0
1.333,43.612,2,7.0
1.333,43.991,6,60.0
1.333,48.062,6,22.0
1.334,43.61,2,7.0
1.334,47.585,2,11.0
1.335,43.611,4,22.0
1.335,44.556,12,36.0
1.336,43.481,9,120.0
1.336,43.611,6,22.0
1.336,43.648,10,100.0
1.336,47.592,2,22.0
1.337,42.789,4,22.0
1.337,43.486,2,3.7
1.337,43.968,2,22.0
1.337,43.997,4,22.0
1.337,47.591,2,11.0
1.338,43.608,4,22.0
1.339,47.612,18,250.0
1.34,48.704,1,18.0
1.341,49.165,2,22.0
1.343,43.525,4,22.0
1.344,44.016,2,22.0
1.344,44.024,2,22.0
1.345,43.538,4,22.0
1.345,46.034,2,22.0
1.347,42.889,6,22.0
1.347,43.583,4,22.0
1.348,43.278,6,22.0
1.348,43.696,4,22.0
1.348,48.079,2,22.0
1.348,48.737,6,22.0
1.349,43.275,6,22.0
1.349,44.091,2,22.0
1.349,49.158,2,22.0
1.35,49.163,2,22.0
1.352,44.016,2,22.0
1.352,44.269,6,36.0
1.353,43.6,4,22.0
1.353,43.781,9,60.0
1.353,44.026,2,22.0
1.353,49.174,2,22.0
1.354,44.02,2,22.0
1.355,44.016,11,22.0
1.355,48.721,2,22.0
1.356,43.424,2,18.0
1.356,43.784,2,18.0
1.356,44.016,2,22.0
1.356,49.36,2,22.0
1.36,43.534,6,22.0
1.36,43.811,1,54.0
1.36,44.024,2,22.0
1.36,44.19,2,22.0
1.36,44.471,4,36.0
1.362,43.079,2,22.0
1.362,43.793,2,3.7
1.364,44.86,2,22.0
1.365,43.5,2,18.0
1.366,43.917,2,22.0
1.366,44.015,4,22.0
1.368,43.944,2,22.0
1.37,43.743,6,22.0
1.37,46.109,2,22.0
1.37,48.732,6,50.0
1.371,43.656,6,22.0
1.371,48.717,6,50.0
1.371,48.72,2,120.0
1.372,46.108,6,50.0
1.372,47.562,2,22.0
1.373,43.418,24,200.0
1.373,43.764,6,50.0
1.374,44.038,10,200.0
1.375,43.225,2,18.0
1.375,43.638,8,150.0
1.375,43.697,6,22.0
1.375,44.079,2,22.0
1.375,48.719,6,60.0
1.378,43.668,6,22.0
1.378,44.037,16,250.0
1.379,44.022,6,60.0
1.38,43.518,12,50.0
1.38,49.406,2,25.0
1.381,44.038,4,50.0
1.382,43.352,2,18.0
1.382,45.397,2,22.0
1.382,49.444,2,22.0
1.383,43.609,4,22.0
1.383,49.014,2,22.0
1.386,44.495,12,36.0
1.386,44.735,16,50.0
1.387,43.48,2,18.0
1.388,43.581,4,22.0
1.388,50.063,6,50.0
1.388,50.066,2,22.0
1.39,43.414,2,18.0
1.39,43.507,2,18.0
1.39,43.84,2,18.0
1.391,43.831,24,100.0
1.392,43.567,8,60.0
1.392,43.679,4,22.0
1.393,43.712,4,22.0
1.394,43.608,6,22.0
1.394,43.633,2,7.4
1.395,43.567,2,22.0
1.396,43.453,2,18.0
1.396,43.455,8,45.0
1.397,43.465,2,25.0
1.397,45.437,11,150.0
1.398,43.635,4,22.0
1.398,43.918,2,22.0
1.398,50.031,4,22.0
1.399,43.524,4,175.0
1.4,43.55,1,22.0
1.4,43.635,4,22.0
1.4,43.693,6,160.0
1.4,44.742,2,22.0
1.4,45.958,2,22.0
1.401,49.238,2,22.0
